NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
19831,GPHIN06032,GPHIN,6032,AFRO,Nigeria,NGA,566,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"Nigeria has announced a two-week extension of containment measures aimed at curbing the spread of COVID-19 in Lagos, Abuja and Ogun states.  Since 31 March, the capital Abuja, Lagos and Ogun states have had to adopt strict restriction measures and have closed their borders, disrupting food distribution chains. According to the government, aid has been unable to calm the hunger and anger of the population as riots, burglaries and criminal acts have increased sharply in the last 24 hours of 14 April.",,,,Media,https://www.africanews.com/2020/04/15/buhari-extends-lockdown-nigeria-faults-guangdong-govt-over-racism-row/,,2020-04-15,,2020-04-15,9261
17751,GPHIN05022,GPHIN,5022,AFRO,Nigeria,NGA,566,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"On 29 March, the Nigerian President announced a lockdown on Abuja, Lagos, Ogun State and the Federal Capital Territory (FCT) to prevent further spread of the coronavirus (COVID-19). All movement in the aforementioned areas will be prohibited for 14 days from 30 March. 
All international passenger flights into Lagos' Murtala Muhammed International Airport (LOS) and Abuja's Nnamdi Azikiwe International Airport (ABV) have been suspended since 23 March and will remain until 23 April. Exceptions will be made for emergency and essential flights. Authorities had previously halted international flights into Enugu, Kano, and Port Harcourt.
All seaports in Lagos will remain operational, and vehicles transporting essential cargo throughout the country will be screened thoroughly by the Ports Health Authority.",,,,Media,https://www.garda.com/crisis24/news-alerts/327406/nigeria-government-locks-down-major-cities-due-to-covid-19-from-march-30-update-4,,2020-04-02,,2020-04-02,9261
10328,CDC_ITF_1243,CDC_ITF,CDC-ITF-NG-00001,AFRO,Nigeria,NGA,566,national,,,Academic closures,,4.1.2,Social and physical distancing measures,School measures,Closing,,,,NA,,Impose,,,UNESCO Education Excel,,2020-03-23,,2020-03-31,9261
17754,GPHIN05023,GPHIN,5023,AFRO,Nigeria,NGA,566,national,,,,BORDER CLOSING,5.9,International travel measures,,Closing international land borders,,,,"Nigerian authorities announced a lockdown on Bauchi state to prevent further spread of coronavirus disease (COVID-19). All movement in the state will be restricted for 14 days from 2 April. Additionally, the state's land borders will be closed during the lockdown period.",,,,Media,https://www.garda.com/crisis24/news-alerts/328246/nigeria-government-to-lock-down-bauchi-state-from-april-2-due-to-covid-19-update-5,,2020-04-02,,2020-04-02,9261
19581,GPHIN05886,GPHIN,5886,AFRO,Nigeria,NGA,566,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"On 13 April,  Nigerian authorities reported that they will be deploying extra police units across Lagos and Ogun states in an effort to curb a recent surge in crimes being committed during the coronavirus disease (COVID-19) lockdown.   Since the beginning of the lockdown on 30 March, police have arrested 191 people in Lagos and Ogun states.",,,,Media,https://www.garda.com/crisis24/news-alerts/332301/nigeria-authorities-deploy-police-to-tackle-lockdown-crimewave-amid-covid-19-april-13-update-9,,2020-04-14,,2020-04-14,9261
14232,GPHIN02345,GPHIN,2345,AFRO,Nigeria,NGA,566,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"A drug which could be a potential treatment agent for the dreaded Coronavirus has been discovered by Bio-Resources Institute of Nigeria (BION). A former Chairman of the Independent National Electoral Commission (INEC), told the ministers that the compounds that made up the drug had exhibited significant antiviral activity against deadly SARS which is deadlier than COVID-19. He said his institute had concluded arrangements with the Antiviral Program of the US National Institute of Health (US-NIH) to subject the compound to bioassay against the SARS-CoV-2.",,,,Media,https://www.dailytrust.com.ng/coronavirus-nigerian-institute-discovers-potential-drug-for-treatment.html,,2020-03-02,,2020-03-02,9261
18750,GPHIN05497,GPHIN,5497,AFRO,Nigeria,NGA,566,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"On 7 April, the state authorities of Yobe and Jigawa announced a lockdown extension of 21 and 14 days, respectively, in order to contain the spread of the coronavirus (COVID-19) outbreak in the country. As such, movement in and out the states will remain restricted for the duration of the lockdown while all non-essential businesses and offices will be closed.",,,,Media,https://www.garda.com/crisis24/news-alerts/330386/nigeria-authorities-extend-lockdown-measures-in-two-states-april-7-update-6,,2020-04-08,,2020-04-08,9261
6046,ACAPS_6046,ACAPS,6421,AFRO,Nigeria,NGA,566,national,,Public health measures,,General recommendations,8.4,Other measures,Communications and engagement,,No,,,"Nigerians advised on the use of masks as an additional layer of physical protection (in combination with hand-washing, physical distancing and good respiratory hygiene as well as sanitising surfaces).",Not applicable,Introduction / extension of measures,Federal Ministry of Health,Social media,https://twitter.com/Fmohnigeria/status/1250484224542609409,,2020-04-15,,2020-04-20,9261
16653,GPHIN04246,GPHIN,4246,AFRO,Nigeria,NGA,566,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"There are concerns there is too much indifference towards the coronavirus pandemic in Africa's most populous nation. Nigeria has imposed restrictions in its administrative and commercial capitals following a sharp rise in cases, and its first death. But the streets are still packed with people.",,,,Media,https://www.aljazeera.com/news/2020/03/nigeria-imposes-restrictions-sharp-increase-covid-19-cases-200325081626975.html,,2020-03-25,,2020-03-25,9261
20653,GPHIN06550,GPHIN,6550,AFRO,Nigeria,NGA,566,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"On 20 April, the Nigerian authorities announced that the closure of the country's airports to commercial flights, originally planned to end on 23 April, will be extended for another two weeks.  Emergency and essential flights, such as cargo transportation, will continue to operate for the duration of the ban.
On the same day, local authorities announced the implementation of a two-week lockdown in Borno State following the state's first COVID-19 related fatality, effective 22 April.  As such, all but essential movement, as well as commercial, social, and religious activities are prohibited under the measure.",,,,Media,https://www.garda.com/crisis24/news-alerts/334576/nigeria-authorities-announce-airport-closure-extension-april-20-update-13,,2020-04-21,,2020-04-21,9261
21069,GPHIN06818,GPHIN,6818,AFRO,Nigeria,NGA,566,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"Deputy State Governor announced the implementation of a total lockdown in the state of Taraba effective from 23:00 (local time) on 23 April.  As such, religious services, gatherings, and movement of both individuals and vehicles will be banned for the duration of the lockdown.  Iindividuals will only be allowed to leave their place of residence to purchase essential goods on Wednesdays and Saturdays between 10:00 and 14:00.
Lockdowns are currently in effect in Borno, Delta, Ebonyi, Kogi, Kano, Ogun, and Lagos states, as well as in the city of Abuja. Restrictions have been introduced in a number of states including Bauchi, Ekiti, Imo, Kaduna, Kwara, Niger, Osun, and Rivers states.
Nigerian authorities deployed additional police units across Lagos and Ogun states in an effort to curb a recent surge in crimes being committed during the COVID-19 lockdown. 
As of 22 April, the country's airports remain closed.",,,,Media,https://www.garda.com/crisis24/news-alerts/335561/nigeria-local-authorities-announce-total-lockdown-in-taraba-state-as-of-april-21-update-14,,2020-04-23,,2020-04-23,9261
6037,ACAPS_6037,ACAPS,3118,AFRO,Nigeria,NGA,566,other,Ogun,Lockdown,,Partial lockdown,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,All people are told to remain at home and all but essential businessed are closed for a period of 14 days.,,Introduction / extension of measures,Al Jazeera,Media,https://www.aljazeera.com/news/2020/03/nigeria-announces-lockdown-major-cities-curb-coronavirus-200330095100706.html,,2020-03-30,,2020-03-31,9261
16913,GPHIN04486,GPHIN,4486,AFRO,Nigeria,NGA,566,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The Nigerian Government has approved a request by Air France to fly its aircraft into Nigeria to evacuate European citizens following the outbreak and continued spread of Coronavirus in the country. In a letter dated March 25 and addressed to the Federal Airports Authority of Nigeria, Air France asked to airlift Europeans from the country on March 26, April 2 and 9.",,,,Media,http://saharareporters.com/2020/03/29/breaking-nigerian-government-grants-air-france-permission-evacuate-european-citizens,,2020-03-29,,2020-03-29,9261
25730,OxCGRT3692,OxCGRT,OXCGRT012657,AFRO,Nigeria,NGA,566,national,,,,H4 - emergency investment in healthcare,8.3,Other measures,,Financial packages,,44619620,,"The federal government will release an additional N6.5 billion (USD17,577,426) to the National Centre for Disease Control (NCDC) and will also send Lagos State Government N10 billion (USD27,042,194) in financial support from the federal government  to combat Coronavirus spread in the state; Exchange rate: N1=USD0.0027042194	https://web.archive.org/web/20200413002408/https://www.premiumtimesng.com/news/top-news/384053-coronavirus-nigeria-to-release-n6-5-billion-to-ncdc.html",,,,,,,2020-03-26,,,9261
6062,ACAPS_6062,ACAPS,8607,AFRO,Nigeria,NGA,566,other,FCT,Lockdown,,Partial lockdown,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,"lockdown of this state shall remain in place until the new nationwide measures come into effect on Monday, 4th May 2020.",Not applicable,Introduction / extension of measures,Federal Ministry of Health,Social media,https://twitter.com/Fmohnigeria/status/1254873913072459776?s=20,,2020-04-27,,2020-05-01,9261
19830,GPHIN06032,GPHIN,6032,AFRO,Nigeria,NGA,566,national,,,,CLOSING PUBLIC PLACES,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,,,"Nigeria has announced a two-week extension of containment measures aimed at curbing the spread of COVID-19 in Lagos, Abuja and Ogun states.  Since 31 March, the capital Abuja, Lagos and Ogun states have had to adopt strict restriction measures and have closed their borders, disrupting food distribution chains. According to the government, aid has been unable to calm the hunger and anger of the population as riots, burglaries and criminal acts have increased sharply in the last 24 hours of 14 April.",,,,Media,https://www.africanews.com/2020/04/15/buhari-extends-lockdown-nigeria-faults-guangdong-govt-over-racism-row/,,2020-04-15,,2020-04-15,9261
20154,GPHIN06248,GPHIN,6248,AFRO,Nigeria,NGA,566,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"Local media reports on 16 April stated that the security forces have killed at least 18 people in incidents linked to their enforcement of lockdown measures introduced on 30 March.  The National Human Rights Commission (NHRC) received 105 complaints of human rights violations by authorities during the lockdown period. The police have not responded to the NHRC's findings. However, the police had previously encouraged the public to report any abuses by law enforcement.",,,,Media,https://www.garda.com/crisis24/news-alerts/333471/nigeria-security-forces-kill-18-since-march-30-amid-covid-19-lockdown-restrictions-update-12,,2020-04-17,,2020-04-17,9261
17486,GPHIN04882,GPHIN,4882,AFRO,Nigeria,NGA,566,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The UN system in Nigeria and its partners are working to reduce the spread of the new coronavirus disease in some of the most vulnerable areas in the country: communities and camps housing millions of internally displaced people (IDPs) uprooted by the Boko Haram insurgency in the northeast. Teams are supporting authorities in Borno, Adamawa and Yobe (BAY) states in developing emergency response plans that take into account the living conditions in many communities and IDP camps, where overcrowding can increase the risk of disease outbreaks.",,,,Media,https://news.un.org/en/story/2020/04/1060812,,2020-04-01,,2020-04-01,9261
17014,GPHIN04572,GPHIN,4572,AFRO,Nigeria,NGA,566,national,,,,BORDER CLOSING,5.9,International travel measures,,Closing international land borders,,,,"On 26 March, Nigeria decided to only allow cargo vessels that have been at sea for more than two weeks to dock in its ports to prevent the spread of coronavirus. Nigeria has closed its land borders and international airports to curb the spread of the virus.",,,,Media,https://nationalpost.com/pmn/health-pmn/nigeria-imposes-cargo-vessel-restrictions-to-curb-coronavirus-spread?utm_campaign=magnet&utm_source=article_page&utm_medium=related_articles,,2020-03-30,,2020-03-30,9261
6034,ACAPS_6034,ACAPS,2106,AFRO,Nigeria,NGA,566,national,,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,No,,,No religious center with over 50 congregants will open for service in Lagos.,Up to detention,Introduction / extension of measures,AA,Media,https://www.aa.com.tr/en/africa/nigeria-ramps-up-response-efforts-to-smash-coronavirus/1771922,,2020-03-18,,2020-03-24,9261
6048,ACAPS_6048,ACAPS,7272,AFRO,Nigeria,NGA,566,national,,Movement restrictions,,Domestic travel restrictions,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,Inter-state travel between Nigeria's 36 states has been banned for two weeks to curtail the spread of coronavirus. Only essential services will be permitted to move between the states,Not available,Introduction / extension of measures,BBC,Media,https://www.bbc.com/news/live/world-africa-47639452/page/2,,2020-04-23,,2020-04-24,9261
25720,OxCGRT3682,OxCGRT,OXCGRT012649,AFRO,Nigeria,NGA,566,national,,,,H2 - testing policy -1,3.1.1,Surveillance and response measures,Detecting and isolating cases,Passive case detection,Specific symptoms,,,"Nigerian CDC updates testing guidelines: Any person (including severely ill patients) presenting with fever, cough or difficulty in breathing AND who within 14 days before the onset of illness had any of the following exposures: 1. History of travel to and more than 24 hours transit through any high-risk country* with widespread community transmission of SARS-CoV-2 OR 2. Close contact with a confirmed case of COVID-19 OR 3. Exposure to a healthcare facility where COVID-19 case(s) have been reported; https://web.archive.org/web/20200412210234/https://ncdc.gov.ng/themes/common/docs/protocols/186_1584531606.pdf",,,,,,,2020-03-18,,,9261
6051,ACAPS_6051,ACAPS,7276,AFRO,Nigeria,NGA,566,other,Delta,Lockdown,,Partial lockdown,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,Extension of lockdown in Delta state for 14 days,Not available,Introduction / extension of measures,Guardian Nigeria,Media,https://guardian.ng/news/delta-imposes-curfew-to-track-covid-19-contacts-extends-lockdown/,,2020-04-14,,2020-04-24,9261
25724,OxCGRT3686,OxCGRT,OXCGRT012651,AFRO,Nigeria,NGA,566,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",0,,,"From 20 March, different states started to ban different types of public gathering along with all sporting events already cancelled by the federal government.   In Lagos state, authorities issued a ban on all religious gatherings of more than 50 people until further notice.  In Ogun state, authorities closed all schools, along with crowded public worship centers, until further notice.  Source:  https://web.archive.org/web/20200426170657/https://www.garda.com/crisis24/news-alerts/324406/nigeria-new-entry-restrictions-to-come-into-effect-march-20-update-1",Required,,,,,,2020-03-20,,,9261
6056,ACAPS_6056,ACAPS,7873,AFRO,Nigeria,NGA,566,other,Lagos,Public health measures,,Other public health measures enforced,2,Environmental measures,,,No,,,"The authorities in Nigeria's commercial capital, Lagos, have made the wearing of face masks mandatory in a bid to halt the spread of coronavirus.",Not available,Introduction / extension of measures,BBC,Media,https://www.bbc.com/news/live/world-africa-47639452,,2020-04-27,,2020-04-27,9261
17753,GPHIN05023,GPHIN,5023,AFRO,Nigeria,NGA,566,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Nigerian authorities announced a lockdown on Bauchi state to prevent further spread of coronavirus disease (COVID-19). All movement in the state will be restricted for 14 days from 2 April. Additionally, the state's land borders will be closed during the lockdown period.",,,,Media,https://www.garda.com/crisis24/news-alerts/328246/nigeria-government-to-lock-down-bauchi-state-from-april-2-due-to-covid-19-update-5,,2020-04-02,,2020-04-02,9261
25716,OxCGRT3678,OxCGRT,OXCGRT012649,AFRO,Nigeria,NGA,566,national,,,,C2 - workplace closing - 1,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,0,,,"Ogun State Government announced an immediate closure of all establishments bringing together more than 50 people at a time, such as social clubs, halls, cinemas, night clubs, restaurants, cafes, and sports arenas. Since this is not a general shutdown of business, it is only rated as a 1. Since it only applies to Ogun state, this is rated as targeted. Hence, 1T. http://web.archive.org/web/20200412233915/https://punchng.com/coronavirus-ogun-bans-clubs-restaurants-others/",Recommended,,,,,,2020-03-18,,,9261
25741,OxCGRT3703,OxCGRT,OXCGRT012673,AFRO,Nigeria,NGA,566,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,"Measures have been put in place to ensure all confirmed cases are isolated and receive treatment, while intense contact tracing is conducted.; https://web.archive.org/web/20200412214844/https://covid19.ncdc.gov.ng/faq.php",,,,,,,2020-04-11,,,9261
25703,OxCGRT3665,OxCGRT,OXCGRT012572,AFRO,Nigeria,NGA,566,national,,,,C8 - restrictions on international travel - 4,5.3,International travel measures,,Restricting entry,,,,"Following the announcement of 10 new cases of COVID-19, Nigeria announced the closure of all the country’s airports to all international flights as part of the measures to curb spread of the disease, starting on 23 March. Nigeria closed its land borders on Monday to curb the spread of coronavirus as Africa’s most populous country recorded its first death from the pandemic.    Boss Mustapha, secretary to the government, said the closure would last for four weeks.   https://web.archive.org/web/20200409075459/https://twitter.com/NigeriaGov/status/1241392343955255297; https://web.archive.org/web/20200413010011/https://af.reuters.com/article/nigeriaNews/idAFL8N2BG8SY",,,,,,,2020-01-01,,,9261
14090,GPHIN02219,GPHIN,2219,AFRO,Nigeria,NGA,566,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,Nigerian authorities have contacted around 100 people who may have been exposed to an Italian man who is the country’s first coronavirus patient. 39 people who were in direct contact with the man had been quarantined.,,,,Media,https://nationalpost.com/pmn/health-pmn/nigeria-contacts-100-people-who-may-have-been-exposed-to-coronavirus-patient,,2020-03-01,,2020-03-01,9261
25711,OxCGRT3673,OxCGRT,OXCGRT012640,AFRO,Nigeria,NGA,566,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,"The other development is that contact tracing and monitoring in respect of the coronavirus index case presently receiving treatment in Lagos, has been diligently and conscientiously pursued since 27 February when the case was first diagnosed. A total of 217 contacts were linked to the index case. Of the 217, 45 traveled out of Nigeria and 172 are presently in Nigeria. Of the 172 contacts currently in Nigeria, 69 are in Lagos, 40 in Ogun and 52 in other States, with 11 in unknown locations. https://web.archive.org/web/20200412213929/https://ncdc.gov.ng/news/238/update-on-covid-19-in-nigeria",,,,,,,2020-03-09,,,9261
17752,GPHIN05022,GPHIN,5022,AFRO,Nigeria,NGA,566,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"On 29 March, the Nigerian President announced a lockdown on Abuja, Lagos, Ogun State and the Federal Capital Territory (FCT) to prevent further spread of the coronavirus (COVID-19). All movement in the aforementioned areas will be prohibited for 14 days from 30 March. 
All international passenger flights into Lagos' Murtala Muhammed International Airport (LOS) and Abuja's Nnamdi Azikiwe International Airport (ABV) have been suspended since 23 March and will remain until 23 April. Exceptions will be made for emergency and essential flights. Authorities had previously halted international flights into Enugu, Kano, and Port Harcourt.
All seaports in Lagos will remain operational, and vehicles transporting essential cargo throughout the country will be screened thoroughly by the Ports Health Authority.",,,,Media,https://www.garda.com/crisis24/news-alerts/327406/nigeria-government-locks-down-major-cities-due-to-covid-19-from-march-30-update-4,,2020-04-02,,2020-04-02,9261
20650,GPHIN06550,GPHIN,6550,AFRO,Nigeria,NGA,566,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"On 20 April, the Nigerian authorities announced that the closure of the country's airports to commercial flights, originally planned to end on 23 April, will be extended for another two weeks.  Emergency and essential flights, such as cargo transportation, will continue to operate for the duration of the ban.
On the same day, local authorities announced the implementation of a two-week lockdown in Borno State following the state's first COVID-19 related fatality, effective 22 April.  As such, all but essential movement, as well as commercial, social, and religious activities are prohibited under the measure.",,,,Media,https://www.garda.com/crisis24/news-alerts/334576/nigeria-authorities-announce-airport-closure-extension-april-20-update-13,,2020-04-21,,2020-04-21,9261
6053,ACAPS_6053,ACAPS,7284,AFRO,Nigeria,NGA,566,other,Jigawa,Lockdown,,Partial lockdown,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,"Partial lockdown instated in Jigawa state for 14 days. Movement in and out the states will remain restricted for the duration of the lockdown while all non-essential businesses and offices will be closed. Lockdown will not apply to hospitals and other medical institutions. Commercial establishments including food, petroleum, electricity, and private security companies will also be exempted.",Not available,Introduction / extension of measures,Garda,Media,https://www.garda.com/crisis24/news-alerts/330386/nigeria-authorities-extend-lockdown-measures-in-two-states-april-7-update-6,,2020-04-07,,2020-04-24,9261
25738,OxCGRT3700,OxCGRT,OXCGRT012660,AFRO,Nigeria,NGA,566,national,,,,C6 - shelter-in-place and home confinement orders - 2,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,0,,,"On March 29, Nigerian President Muhammadu Buhari announced a lockdown on Abuja, Lagos, Ogun State and the Federal Capital Territory (FCT).  All the citizens are ordered to stay home except for essential trips to buy food.   Many other states like Plateau,  Yobe, Jigawa and Bauchi imposed lockdowns subsequently.   On April 13, the President extended ongoing lockdowns in the first set of states till 27 April  Source:  https://web.archive.org/web/20200426160536/https://www.garda.com/crisis24/news-alerts/327406/nigeria-government-locks-down-major-cities-due-to-covid-19-from-march-30-update-4  Source: https://web.archive.org/web/20200426160637/https://www.garda.com/crisis24/news-alerts/332016/nigeria-lagos-abuja-and-ogun-state-lockdowns-extended-for-14-days-april-13-update-8",Required,,,,,,2020-03-29,,,9261
25729,OxCGRT3691,OxCGRT,OXCGRT012656,AFRO,Nigeria,NGA,566,national,,,,C2 - workplace closing - 1,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,0,,,"The Federal Capital Territory Administration has ordered workers at Grade level 1 to 12 to stay at home as part of measures to curb the spread of coronavirus.It also ordered the immediate closure of shops in the markets and neighbourhood centres, except those selling food items and other essential commodities.  Because this shutdown does not include offices, and only includes retail locations in the FCTA, this continues to be coded as 1T; https://web.archive.org/web/20200412232434/https://guardian.ng/news/federal-civil-servant-to-work-from-home-as-nigeria-battles-coronavirus/",Recommended,,,,,,2020-03-25,,,9261
25709,OxCGRT3671,OxCGRT,OXCGRT012635,AFRO,Nigeria,NGA,566,national,,,,H4 - emergency investment in healthcare,8.3,Other measures,,Financial packages,,18200000,,"The Japanese Government has signed an $18.2 million grant agreement with the Federal Government to support Nigeria in its fight against diseases and viruses. According to a statement released from the Ministry of Budget and National Planning, the agreement was signed to strengthen the capacity of the Nigerian Centre for Disease Control for accurate medical and laboratory investigations. Since this funding is now put towards Coronavirus response (NCDC), it is included in the tracker; https://web.archive.org/web/20200413003431/https://nairametrics.com/2020/03/04/fg-japan-sign-18-2-million-pact-on-disease-control/",,,,,,,2020-03-04,,,9261
17750,GPHIN05022,GPHIN,5022,AFRO,Nigeria,NGA,566,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 29 March, the Nigerian President announced a lockdown on Abuja, Lagos, Ogun State and the Federal Capital Territory (FCT) to prevent further spread of the coronavirus (COVID-19). All movement in the aforementioned areas will be prohibited for 14 days from 30 March. 
All international passenger flights into Lagos' Murtala Muhammed International Airport (LOS) and Abuja's Nnamdi Azikiwe International Airport (ABV) have been suspended since 23 March and will remain until 23 April. Exceptions will be made for emergency and essential flights. Authorities had previously halted international flights into Enugu, Kano, and Port Harcourt.
All seaports in Lagos will remain operational, and vehicles transporting essential cargo throughout the country will be screened thoroughly by the Ports Health Authority.",,,,Media,https://www.garda.com/crisis24/news-alerts/327406/nigeria-government-locks-down-major-cities-due-to-covid-19-from-march-30-update-4,,2020-04-02,,2020-04-02,9261
6026,ACAPS_6026,ACAPS,661,AFRO,Nigeria,NGA,566,national,,Public health measures,,Health screenings in airports and border crossings,5.5,International travel measures,,Entry screening and isolation or quarantine,No,,,All passengers travelling to Nigeria,Not applicable,Introduction / extension of measures,Ministry of Foreign Affarsi Italy,Government,http://www.viaggiaresicuri.it/country/NGA,,2020-03-13,,2020-03-16,9261
21944,IHR_769,IHR,490,AFRO,Nigeria,NGA,566,national,,International Travel,,flight_restriction multiple_country,5.7,International travel measures,,Suspending or restricting international flights,,,,,,,,,,,2020-03-30,,,9261
10330,CDC_ITF_1245,CDC_ITF,CDC-ITF-NG-00003,AFRO,Nigeria,NGA,566,national,,,Travel restrictions,Travel bans/border closures,5.9,International travel measures,,Closing international land borders,,,,Restricted entry for travelers from high incidence countries. high incidence countries: China Italy Iran Norway South Korea Spain Japan France Germany United States of America United Kingdom Netherlands and Switzerland.,,Impose,,,https://ng.usembassy.gov/u-s-citizen-services/covid-19-information/,,2020-03-21,,2020-03-31,9261
25713,OxCGRT3675,OxCGRT,OXCGRT012647,AFRO,Nigeria,NGA,566,national,,,,E3 - fiscal measures,8.3,Other measures,,Financial packages,,163000000,,"Nigeria’s central bank will create a 50 billion naira ($163 million) fund to combat the impact of the coronavirus pandemic on Africa’s biggest economy and allow banks to give their customers more time to repay loans, its governor said on Monday. https://web.archive.org/web/20200413004901/https://www.cbn.gov.ng/Out/2020/FPRD/CBN%2520POLICY%2520MEASURES%2520IN%2520RESPONSE%2520TO%2520COVID-19%2520OUTBREAK%2520AND%2520SPILLOVERS.pdf; https://nipc.gov.ng/wp-content/uploads/2020/04/CBN-POLICY-MEASURES-IN-RESPONSE-TO-COVID-19-OUTBREAK-AND-SPILLOVERS.pdf (not archivable); https://web.archive.org/web/20200413004747/https://af.reuters.com/article/nigeriaNews/idAFL8N2B96GO",,,,,,,2020-03-16,,,9261
25715,OxCGRT3677,OxCGRT,OXCGRT012648,AFRO,Nigeria,NGA,566,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,Contact tracing has started to identify all persons who the third COVID case had contact with; https://web.archive.org/web/20200412214208/https://ncdc.gov.ng/news/242/17th-march-2020--third-case-of-coronavirus-disease-%2528covid-19%2529-confirmed-in-nigeria,,,,,,,2020-03-17,,,9261
25744,OxCGRT3706,OxCGRT,OXCGRT012683,AFRO,Nigeria,NGA,566,national,,,,C6 - shelter-in-place and home confinement orders - 3,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,0,,,Taraba state announces total lockdown. Individuals will only be allowed to leave their place of residence to purchase essential goods on Wednesdays and Saturdays between 10:00 and 14:00.  Source: https://web.archive.org/web/20200426162004/https://www.garda.com/crisis24/news-alerts/335561/nigeria-local-authorities-announce-total-lockdown-in-taraba-state-as-of-april-21-update-14,Required,,,,,,2020-04-21,,,9261
25714,OxCGRT3676,OxCGRT,OXCGRT012647,AFRO,Nigeria,NGA,566,national,,,,H2 - testing policy -1,3.1.1,Surveillance and response measures,Detecting and isolating cases,Passive case detection,Specific symptoms,,,"Nigerian CDC updates testing policy: Any person (including severely ill patients) presenting with fever, cough or difficulty in breathing AND who within 14 days before the onset of illness had any of the following exposures: 1. History of travel to and more than 24 hours transit through any high-risk country with widespread community transmission* of SARS-CoV-2 OR 2. Close contact with a confirmed case of COVID-19 OR 3. Exposure to a healthcare facility where COVID-19 case(s) have been reported; https://web.archive.org/web/20200412205848/https://ncdc.gov.ng/themes/common/docs/protocols/182_1584365888.pdf",,,,,,,2020-03-16,,,9261
25745,OxCGRT3707,OxCGRT,OXCGRT012685,AFRO,Nigeria,NGA,566,national,,,,C7 - restrictions on internal movement - 2,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,1,,,"On April 23, the governors of all of Nigeria's states announced a ban on interstate movement through Thursday, May 7.   https://web.archive.org/web/20200426162023/https://www.garda.com/crisis24/news-alerts/335676/nigeria-state-governors-ban-interstate-travel-through-may-7-update-15",Required,,,,,,2020-04-23,,,9261
