NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY /ORGANIZATION,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,SUMMARY,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE ADDED,Sys_BatchID
14607,GPHIN02661,GPHIN,2661,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"A leading group of China's COVID-19 response has issued a circular to strengthen care for frontline community workers in the anti-coronavirus battle.
An appropriate amount of subsidies will be given to frontline community workers while ensuring their current pay levels, read the circular.
Community workers who fall ill or encounter accidents that result in injuries amid the epidemic prevention and control period, and in the meantime fits the work-related injury insurance regulations, should be recognized as ""occupational injuries,"" the circular said.
It calls for enhancing the protection for community workers by providing them necessary prevention equipment and facilities.",,,,Official,http://www.china.org.cn/china/2020-03/05/content_75775717.htm,,2020-03-04,,2020-03-04,9261
17074,GPHIN04630,GPHIN,4630,WPRO,China,CHN,156,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"China will postpone the annual national ""gaokao"" university entrance examinations by one month to July 7 and 8 due to the coronavirus outbreak. Hubei province, the centre of China's outbreak, and the capital Beijing will be allowed to put forward suggestions for their own timetables for the tests.",,,,Official,http://www.china.org.cn/china/2020-03/31/content_75881869.htm,,2020-03-31,,2020-03-31,9261
16533,GPHIN04149,GPHIN,4149,AMRO,Brazil,BRA,76,national,,,,RESTRICTING OR LIMITING GATHERINGS,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,"To ensure a collective effort of all Brazilians to reduce the speed of transmission of coronavirus, last Friday (20), the Ministry of Health recognized the community transmission of Covid-19 throughout the country. In practical terms, the declaration is a command of the Ministry of Health for all national managers to adopt measures to promote social distancing and avoid agglomerations, known as non-pharmacological measures, that is, that do not involve the use of medicines or vaccines. 
The President of the Republic signed Provisional Measure and Decree also last Friday (20) that have the objective of ensuring the acquisition of goods, services and inputs intended to cope with the public health emergency of importance resulting from coronavirus. Among other determinations, it regulates essential services that should not be interrupted during the period of combating the disease, such as health care, safety activities, transportation and telecommunications.",,,,Official,,,2020-03-24,,2020-03-24,9261
15312,GPHIN03234,GPHIN,3234,WPRO,China,CHN,156,other,Taiwan,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"On 7 March, Taiwan's Central Epidemic Command Center (CECC) raised its travel notice level to Level 2: Alert for France, Germany and Spain, in the wake of rapid increases in the numbers of coronavirus disease 2019 (COVID-19) cases including cluster of infections in these countries. Travelers entering Taiwan from these countries are subject to a 14-day period of self-health management. The CECC also advised travelers visiting these countries to take enhanced precautions.",,,,Official,https://www.cdc.gov.tw/En/Bulletin/Detail/jvT2F21nomw3aonZfClbjg?typeid=158,,2020-03-10,,2020-03-10,9261
11108,GPHIN00125,GPHIN,125,WPRO,China,CHN,156,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"In order to guide public facilitites with frequent gatherings to prevent and control the spread of 2019-nCoV, the National Health Commission on 31 January issued a notice on Printing and Distributing Guidelines for Health Protection of Pneumonia by New Coronavirus in Public Places.",,,,Official,http://www.nhc.gov.cn/jkj/s3578/202001/d79a4ff5190d403f98ad273fed6d7e63.shtml,,2020-01-31,,2020-01-31,9261
11723,GPHIN00542,GPHIN,542,WPRO,Singapore,SGP,702,national,,,,PPE,8.2,Other measures,,Scaling up,,,,"Singapore's Ministry of Foreign Affairs on 4 February issued a statment reiterating that Singapore is Support for China's efforts to overcome the 2019 Novel Coronavirus Outbreak. The country has provided seed funding of S$1,000,000 to China and also medicine, medical supplies, and diagnostic test kits for the 2019-nCoV for use in laboratories.",,,,Official,https://www.mfa.gov.sg/Newsroom/Press-Statements-Transcripts-and-Photos/2020/02/20200204-Singapore-Support-For-China-Efforts-to-Overcome-nCoV-Outbreak,,2020-02-06,,2020-02-06,9261
19695,GPHIN05964,GPHIN,5964,WPRO,China,CHN,156,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"China CDC's Weekly Journal published a paper, entitled "" Notes from the Field: Weekly Assessment of the COVID-19 Pandemic and Risk of Importation — China, April 8, 2020,"" reviewed the current COVID-19 epidemic in the USA  and also the evaluated  risk of case importation into China.",,,,Official,http://weekly.chinacdc.cn/en/article/id/d8f64fcd-3014-4ce0-a4cb-ff66b452cddb,,2020-04-15,,2020-04-15,9261
13513,GPHIN01797,GPHIN,1797,EMRO,Oman,OMN,512,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Oman's Ministry of Health recommends to avoid traveling to the countries where cases of the novel coronavirus have been recorded namely China, South Korea, Japan, Singapore, and Iran. 
As part of the public health procedures and infection control, the Ministry will enforce a 14-day of home or institutional quarantine for the travelers coming from the above-mentioned countries. 
The Ministry indicate that travelers coming from the United Arab Emirates, Egypt and Lebanon will not be quarantined.
The Ministry recommends contacting the MOH Contact Center at (24441999) for further information before travelling outside the Sultanate to attend any religious and social occasions, as well as international meetings and conferences.",,,,Official,https://www.moh.gov.om/en/-/--1222,,2020-02-25,,2020-02-25,9261
16582,GPHIN04191,GPHIN,4191,AMRO,United States Of America,USA,840,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,CDC recommends that travelers avoid all nonessential travel to South Africa,,,,Official,https://tools.cdc.gov/podcasts/download.asp?m=285740&c=405525,,2020-03-24,,2020-03-24,9261
13031,GPHIN01517,GPHIN,1517,WPRO,China,CHN,156,other,Hong Kong,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The second chartered flight arranged by the Hong Kong on 22 February brought back 82 Hong Kong residents and two Macao residents from the Diamond Princess cruise quaratined in Japan. The evacuees were transferred by coaches to the quarantine centre at Chun Yeung Estate for quarantine observation for 14 days.
Up to February 21, there were a total of 634 confirmed cases of COVID-19 among passengers on board the Diamond Princess cruise, of which 66 were Hong Kong residents. They are under treatment in Japan. Officers of the Immigration Department of Hong Kong will stay in Japan to continue to provide practicable assistance to Hong Kong residents who are staying or receiving medical treatment there.",,,,Official,http://www.info.gov.hk/gia/general/202002/22/P2020022200069.htm,,2020-02-21,,2020-02-21,9261
18402,GPHIN05313,GPHIN,5313,EMRO,Iraq,IRQ,368,national,,,,PPE,8.2,Other measures,,Scaling up,,,,"In cooperation with the WHO, the COVID-19 Crisis Cell of Basrah University in southern Iraq has successfully produced urgently needed laboratory supplies to speed up testing of suspected cases. As of 1 April, the University manufacturing team produced more than 1620 virus transport medium (VTM), in addition to 3200 nasal swabs. These were delivered to health directorates in Iraq’s Basra, Muthana, Karbala, and Wasit governorates. This new production, along with the Reverse Transcriptase-PRC (RT-PCR) kits provided by WHO, has facilitated the testing of hundreds of suspected cases in southern Iraq.",,,,Official,http://www.emro.who.int/irq/iraq-news/iraq-produces-covid-19-laboratory-supplies-to-test-more-cases-rapidly.html,,2020-04-06,,2020-04-06,9261
11086,GPHIN00109,GPHIN,109,EMRO,Oman,OMN,512,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"In view of the rapid developments of the Novel Coronavirus in China, the Ministry advises traveling to China only when strictly necessary as the Minister of Health stated for the Oman TV. No cases of nCoV have been reported in the Sultanate or in the Eastern Mediterranean Region so far. The Ministry of Health continuing developing the preparations plans to enhance the readiness of health institutions to handle any suspected cases with novel coronavirus, providing the laboratory fluids and reagents in the Public Health Laboratories, as well as training the health workers in examining, diagnosing and methods of prevention. The Ministry of Health (MOH) urges all citizens and residents to take the information from the formal statements issued by the Ministry and communicate with the it via the MOH Contact Center at (24441999) for any information.",,,,Official,https://www.moh.gov.om/en/-/-3-2019-ncov-,,2020-01-30,,2020-01-30,9261
12852,GPHIN01410,GPHIN,1410,WPRO,China,CHN,156,other,Hong Kong,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"A Government spokesman on 20 February said that in view of the latest situation, the special work arrangement for government departments will be extended until 1 March in order to reduce social contacts and the risk of the spread of the novel coronavirus in the community.",,,,Official,http://www.info.gov.hk/gia/general/202002/20/P2020022000409.htm,,2020-02-20,,2020-02-20,9261
13672,GPHIN01913,GPHIN,1913,EMRO,Saudi Arabia,SAU,682,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"The Saudi Center for Disease Prevention and Control (Weqaya) has called on all citizens and expatriates to postpone non-essential travel to Italy and Japan.
The Ministry of Health (MOH) has reiterated the importance of adhering to all awareness guidelines and tips published on its social media pages.
MOH has tightened surveillance and monitoring measures at all points of entry into the Kingdom, and strengthened readiness of its health facilities to deal with infectious respiratory illnesses. It has implemented a multitude of vigorous precautionary measures to address the spread of the viruses at air, sea and land ports, by establishing monitoring centers equipped with thermometers, thermographic cameras, and other medical devices to implement preventive measures.",,,,Official,https://www.spa.gov.sa/viewstory.php?lang=en&newsid=2039031,,2020-02-26,,2020-02-26,9261
19616,GPHIN05909,GPHIN,5909,AMRO,United States Of America,USA,840,national,,,,TESTING & CASE DETECTION,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,"In order to save lives, reduce COVID-19’s burden on healthcare system, ease strict social distancing measures, and confidently make progress toward returning to work and school, experts from the Johns Hopkins Center for Health Security and the Association of State and Territorial Health Officials lay out a robust plan to identify all COVID-19 cases and trace all close contacts of each identified case.  
This plan outlines a vision for how to accomplish this goal, including ways that case identification and contact tracing capabilities can be greatly expanded; actions that the federal, state, and local governments and other organizations must take to stand up these capabilities as quickly as possible; and resources that will be needed to accomplish comprehensive case finding and contact tracing.",,,,Official,https://www.centerforhealthsecurity.org/our-work/pubs_archive/pubs-pdfs/2020/a-national-plan-to-enable-comprehensive-COVID-19-case-finding-and-contact-tracing-in-the-US.pdf,,2020-04-14,,2020-04-14,9261
12341,GPHIN01016,GPHIN,1016,AMRO,Brazil,BRA,76,national,,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"The Unified Health System is absolutely prepared for the possible confirmation of some case of the new coronavirus in Brazilian territory. We are working with various scenarios and the measures being taken are in accordance with these possible scenarios. At the moment we do not have the circulation of the virus in Brazil and we are working within this panorama, but already predicting the possibility of having confirmed cases in the future.
Asked about the work carried out in conjunction with the Ministry of Defense in the repatriation operation, the Secretary of Health Surveillance of the Ministry of Health reported that all necessary measures are being taken. They are fully aligned with the Ministry of Defense. We discussed every day about the whole dynamics of the quarantine process. They have made contact with the World Health Organization (WHO), they are contacting other countries to consolidate everything that exists of protocol on procedures in relation to the new coronavirus",,,,Official,https://www.saude.gov.br/noticias/agencia-saude/46373-brasil-monitora-11-casos-suspeitos-do-novo-coronavirus,,2020-02-13,,2020-02-13,9261
17058,GPHIN04614,GPHIN,4614,AMRO,United States Of America,USA,840,national,,,,VACCINE/MCM DEPLOYED,7,Biological measures,,,,,,"On 30 March, the U.S. Department of Health and Human Services announced to speed the development and manufacturing of vaccines to prevent COVID-19, working with New Jersey-based Janssen Research & Development, part of Johnson & Johnson, and Moderna of Cambridge, Massachusetts.
1) The Biomedical Advanced Research and Development Authority (BARDA) will support non-clinical studies and a Phase 1 clinical trial of Janssen’s COVID-19 investigational vaccine, Ad26 SARS-CoV-2. The Phase 1 clinical trial is set to begin no later than fall of 2020 with the goal of making COVID-19 vaccine available for emergency use in the United States in early 2021. 
2) BARDA will collaborate with Moderna to prepare now for Phase 2 and 3 clinical trials of a vaccine known as SARS-CoV-2 mRNA-1273, being developed by Moderna and the National Institute of Allergy and Infectious Diseases (NIAID)",,,,Official,https://www.hhs.gov/about/news/2020/03/30/hhs-accelerates-clinical-trials-prepares-manufacturing-covid-19-vaccines.html,,2020-03-31,,2020-03-31,9261
12136,GPHIN00839,GPHIN,839,EURO,United Kingdom Of Great Britain And Northern Ireland,GBR,826,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 7 February, the UK government issued an new advisory to urge travellers arriving from nine countries and territories to stay at home and call the National Health Service if they are ill within 14 days of their arrival. The advisory, which initially covered only mainland China, has now been expanded to include Singapore, Thailand, Japan, South Korea, Taiwan, Malaysia, Hong Kong and Macau.",,,,Official,https://www.gov.uk/government/news/novel-coronavirus-and-avian-flu-advice-for-travel-to-china,,2020-02-11,,2020-02-11,9261
11595,GPHIN00455,GPHIN,455,WPRO,China,CHN,156,other,Taiwan,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"On February 5, the Central Epidemic Command Center (CECC) convened a meeting of experts to discuss border quarantine measures regarding cruise ships and made the following resolutions:
1.    The cruise ships on which passengers have been diagnosed with or suspected of being infected with 2019 Novel Coronavirus (2019-nCoV) over the past 28 days prior to their arrival are prohibited from docking at the ports of Taiwan.
2.    The cruise ships which have docked in China, Hong Kong or Macau over the previous 14 days prior to their arrival are prohibited from docking at the ports of Taiwan.",,,,Official,https://www.cdc.gov.tw/En/Bulletin/Detail/5g0wZmX4UJFpHvmU4VBA_Q?typeid=158,,2020-02-05,,2020-02-05,9261
19728,GPHIN05991,GPHIN,5991,SEARO,India,IND,356,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Tapping into the best practices and key resources that helped India win its war against polio, the Ministry of Health and Family Welfare and WHO on 14 April initiated a systematic engagement of WHO’s national polio surveillance network, and other field staff, for COVID19 response.",,,,Official,https://www.who.int/southeastasia/news/detail/15-04-2020-who-s-polio-surveillance-team-other-field-staff-join-covid19-fight,,2020-04-15,,2020-04-15,9261
12249,GPHIN00930,GPHIN,930,EURO,Portugal,PRT,620,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 10 February, the General Directorate of Health (DGS) updated its case definition and close contact definition for COVID. An algorithm and guidelines for laboratory testing is also provided. DGS recommends sending the test samples to its reference lab, the National Institute of Health Dr. Ricardo Jorge (INSA). Treatment options are available.",,,,Official,https://www.dgs.pt/directrizes-da-dgs/orientacoes-e-circulares-informativas/orientacao-n-0022020-de-25012020-pdf.aspx,,2020-02-12,,2020-02-12,9261
19661,GPHIN05941,GPHIN,5941,AMRO,Brazil,BRA,76,national,,,,PPE,8.2,Other measures,,Scaling up,,,,"The delegation also reported that more resources will be allocated to improving the quality of care in the Indian Health Houses (CASAI) and to increase the beds for medium and high complexity available to indigenous peoples. Issues related to the burial of VICTIMS of COVID-19, receipt of social benefits, security and food surveillance were also addressed. Minister, the president of Funai, and the Special Secretary of Indigenous Health,  also discussed about two field hospitals, one in Boa Vista, with the support of the troops involved in Operation Welcome, and another in Manaus. The hospitals will serve as support to the permanent hospital network of the two states and will work with beds for hospitalization of patients from COVID-19.",,,,Official,https://www.saude.gov.br/noticias/agencia-saude/46726-governo-do-brasil-intensifica-atendimento-a-indigenas,,2020-04-14,,2020-04-14,9261
16161,GPHIN03877,GPHIN,3877,AMRO,United States Of America,USA,840,national,,,,PPE,8.2,Other measures,,Scaling up,,,,"According to the Defense Secretary, as part of the president's whole-of-government approach to fighting the coronavirus pandemic, the Defense Department has agreed to provide medical supplies and capabilities to the Department of Health and Human Services (HHS) to help combat further infections. The US Defense Department will make available up to 5 million respirator masks and other personal protective equipment from its strategic reserves to the Department of Health and Human Services for distribution, the first million masks would be made available immediately. To help reducing the spread of the coronavirus, the Defense Department has also made 14 certified testing labs available to test non-DOD personnel, and two labs would be added to that total, the secretary said. Additionally, DOD officials are considering use of the National Guard, the Reserve components, and capabilities such as the Navy's hospital ships USNS Comfort and USNS Mercy.",,,,Official,https://www.defense.gov/Explore/News/Article/Article/2115200/dod-poised-to-provide-masks-ventilators-labs-for-coronavirus-fight/,,2020-03-19,,2020-03-19,9261
18170,GPHIN05201,GPHIN,5201,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 05 April, the Minister of Transport announced new measures to reduce the risk of COVID-19 transmission on commercial passenger vessels and ferries, effective 06 April, including 1) prohibit all commercial marine vessels with a capacity of more than 12 passengers from engaging in non-essential activities, such as tourism or recreation; 2) Prevent any Canadian cruise ship from mooring, navigating, or transiting in Canadian Arctic waters (including Nunatsiavut, Nunavik and the Labrador Coast); 3) Require ferries and essential passenger vessel operators to: immediately reduce by 50% the maximum number of passengers that may be carried on board (conduct half-load voyages) to support the two-metre physical distancing rule; or implement alternative practices to reduce the risk of spreading COVID-19 among passengers on board their vessels. 
The Transport Canada is also issuing guidelines to ferry operators respecting health screening for all passengers before boarding to better protect their employees and passengers.",,,,Official,https://www.canada.ca/en/transport-canada/news/2020/04/the-government-of-canada-announces-new-measures-for-ferries-and-commercial-passenger-vessels-capable-of-carrying-more-than-12-passengers.html,,2020-04-06,,2020-04-06,9261
11519,GPHIN00396,GPHIN,396,WPRO,Singapore,SGP,702,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"On 4 February, Singapore's MOH confirmed four 2019-nCoV cases involve human-to-human transmission, which were identified as a result of enhanced surveillance at our hospitals. The MOH stresseds that Singapore has measures implemented towards finding, preventing and containing the risk of spread beyond such local clusters to the broader community. The are urging the public to enhance personal hygiene and environmental cleaning, as current evidence suggests that the likely modes of transmission are mainly through contact with droplets from infected individuals. MOH is taking actions to protect vulnerable groups, including young children and the elderly. Eldercare facilities are asked to suspend external excursions and large scale gatherings. MOH will continue tp expand surveillance efforts to conduct 2019-nCoV testing on all individuals with pneumonia at our hospitals. MOH is consider additional measures to reduce human-to-human interactions, such as cancelling mass gatherings, suspending schools, and paring down non-essential care services, to slow the spread of disease, in case broader community spread happens.",,,,Official,https://www.moh.gov.sg/news-highlights/details/confirmed-cases-of-local-transmission-of-novel-coronavirus-infection-in-singapore,,2020-02-04,,2020-02-04,9261
11839,GPHIN00619,GPHIN,619,WPRO,Singapore,SGP,702,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"The Ministry of Education (MOE)  on 7 February announced additional precautionary measures to minimise congregation of students in large numbers. 
Large group and communal activities such as assemblies, camps and mass celebrations will be suspended; Recess times in schools will be staggered; School-based CCAs and after-school programmes may continue, in smaller groups; all external school activities and inter-school activities until the end of the March school holidays. 
Co-curricular activities in Victoria Junior College (VJC) have been suspended for two weeks with immediate effect and being cleaning and disinfecting the school premises thoroughly, due to a confirmed case in a teacher. 
MOE rolled out an educational package to teach students about the virus transmission and what they can do to prevent it.",,,,Official,https://www.moe.gov.sg/news/press-releases/stepping-up-precautionary-measures-in-schools,,2020-02-07,,2020-02-07,9261
20665,GPHIN06556,GPHIN,6556,AMRO,United States Of America,USA,840,national,,,,VACCINE/MCM DEPLOYED,7,Biological measures,,,,,,"A panel of U.S. physicians, statisticians, and other experts has developed treatment guidelines for coronavirus disease 2019 (COVID-19). These guidelines, intended for healthcare providers, are based on published and preliminary data and the clinical expertise of the panelists, many of whom are frontline clinicians caring for patients during the rapidly evolving pandemic. The guidelines are posted online (covid19treatmentguidelines.nih.gov) and will be updated often as new data are published in peer-reviewed scientific literature and other authoritative information emerges.",,,,Official,https://www.nih.gov/news-events/news-releases/expert-us-panel-develops-nih-treatment-guidelines-covid-19,,2020-04-21,,2020-04-21,9261
13546,GPHIN01816,GPHIN,1816,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Chief Public Health Officer on February 25th, confirmed that the remaining 195 individuals at Canadian Forces Base (CFB) Trenton have been released from quarantine. The official reiterated to Canadians that the risk of spread of the novel coronavirus within Canada remains low.  
The federal government advises Canadians travelling to Iran that the Canadian embassy in Ankara, Turkey, is responsible for providing consular assistance for Iran.Health Minister Hajdu noted that Canadians in Iran and other affected countries will receive consular support, but suggested that evacuating people is now unlikely. 
Foreign Affairs Minister urged Canadians planning international trips to keep a close eye on government travel advisories as the coronavirus outbreak spreads.",,,,Official,https://www.canada.ca/en/public-health/news/2020/02/update-statement-from-the-chief-public-health-officer-on-the-release-of-repatriated-canadians-from-quarantine-following-14-day-stay-at-cfb-trenton.html,,2020-02-25,,2020-02-25,9261
14598,GPHIN02655,GPHIN,2655,WPRO,China,CHN,156,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"More than 41.28 million members of the Communist Party of China (CPC) nationwide had made voluntary donations of 4.73 billion yuan (about 683 million U.S. dollars) for the novel coronavirus disease (COVID-19) epidemic prevention and control as of 4 March. Responding to a call of the CPC Central Committee to all Party members, the donation campaign has lasted for a week and is still underway.",,,,Official,http://www.china.org.cn/china/2020-03/04/content_75774368.htm,,2020-03-04,,2020-03-04,9261
12253,GPHIN00933,GPHIN,933,AFRO,Uganda,UGA,800,national,,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Ministry of Health has undertaken the following measures to prevent, detect and respond to 2019-Coronavirus importation. 1) Ensured that Uganda Virus Research Institute has the necessary equipment and reagents to test and confirm any suspected cases; 2) Developed an information sheet that is distributed to travelers with telephone numbers of officers. 3) Strengthened screening at Entebbe International Airport by using thermo scanners; 4)  Travellers from affected countries are being followed up by surveillance officers on a daily basis for up to 14 days. 5) Provision of information to the public through the available media outlets and other communication channels. 6) Risk mapping and assessment of vulnerable locations in the country. 7) Entebbe and Naguru referral hospitals have been strengthened to manage people who might fall sick.",,,,Official,https://www.afro.who.int/news/status-ugandas-preparedness-2019-coronavirus-outbreak,,2020-02-12,,2020-02-12,9261
13052,GPHIN01532,GPHIN,1532,AMRO,Panama,PAN,591,national,,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Passengers who have been in China in the past 30 days must fill-in the ""Affidavit of the Traveler"" given by the immigration officer.",,,,Official,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-02-21,,2020-02-21,9261
12962,GPHIN01477,GPHIN,1477,EURO,United Kingdom Of Great Britain And Northern Ireland,GBR,826,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The latest update from the Government of UK on 21 Feburuary has advised travellers returning from China, Thailand, Japan, Republic of Korea, Hong Kong, Taiwan, Singapore, Malaysia, Macau in the last 14 days and develop flu-like symptoms to self-isolate and call NHS 111 to inform of travel history, 
As of 21 February, a total of 5,885 people have been tested in the UK, of which 5,876 were confirmed negative and 9 positive.",,,,Official,https://www.gov.uk/guidance/wuhan-novel-coronavirus-information-for-the-public,,2020-02-21,,2020-02-21,9261
14154,GPHIN02283,GPHIN,2283,AMRO,United States Of America,USA,840,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"CDC has classified Risk Assessment Level for COVID-19 in four categories, corresponding to levels of travel alert issued:
1) Widespread sustained (ongoing) transmission (Level 3 travel alert issued): China, Iran    
2) Sustained (ongoing) community transmission (Level 3 travel alert issued): South Korea, Italy
3) Limited community transmission (Level 2 travel alert issued): Japan
4) Sustained (ongoing) community transmission (Level 1 travel alert issued): Hong Kong",,,,Official,https://www.cdc.gov/coronavirus/2019-ncov/travelers/index.html,,2020-03-02,,2020-03-02,9261
16160,GPHIN03876,GPHIN,3876,AMRO,United States Of America,USA,840,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 18 March 2020, the U.S. Food and Drug Administration (FDA) issued guidance to communicate FDA’s intention to temporarily not enforce supplier verification onsite audit requirements for receiving facilities and importers under the FDA Food Safety Modernization Act (FSMA) in response to the global pandemic of COVID-19. FDA does not intend to enforce the onsite audit requirements if other supplier verification methods are used instead. In addition, the FDA issued a Guidance on Conduct of Clinical Trials of Medical Products during theCOVID-19 Pandemic (for Industry, Investigators, and Institutional Review Boards).",,,,Official,http://s2027422842.t.en25.com/e/es?s=2027422842&e=312259&elqTrackId=376c7bc788024cd5a73d955f2e3dcbdc&elq=0da1d3dc143f4132aea01413529d54f8&elqaid=11637&elqat=1,,2020-03-19,,2020-03-19,9261
13692,GPHIN01923,GPHIN,1923,EMRO,"Iran, Islamic Republic Of",IRN,364,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"The Iranian Embassy in Qatar on 26 February issued a statement, advising Iranian nationals to avoid making trips to Qatar due to emergencies concerning coronavirus.  
The statement added that Qatar has announced that people from the countries that have had coronavirus infection cases should be quarantined or put under close monitoring for 14 days and after getting clean health bill, they will be allowed to enter the country.
In Hamad, Doha, Ar-Ru'ays ports, sailors are examined to determine whether or not they are clean of coronavirus. The vessels are asked to leave the ports after unloading their shipment.
Qatar Airways has cancelled all its flights to Iran until 14 March. Only Tehran-Doha flight will be made everyday. Qatar has also temporarily cancelled all the Iran Air flights to Doha.",,,,Official,https://en.irna.ir/news/83691936/Iran-s-Embassy-advises-Iranian-nationals-not-to-go-to-Qatar,,2020-02-26,,2020-02-26,9261
13057,GPHIN01535,GPHIN,1535,WPRO,Tonga,TON,776,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"Passengers and airline crew arriving from or transiting through China  are not allowed to enter Tonga. They must have stayed in a country with no confirmed cases of Coronavirus (COVID-19) for a period of minimum 14 days before entering Tonga and have an official medical clearance undertaken within 3 days prior to arrival in Tonga.
- This does not apply to nationals of Tonga and their immediate family members.
- This does not apply to permanent residents of Tonga and their immediate family members.
- This does not apply to airline crew on direct flights from China who have been using appropriate personal protective equipment (PPE).",,,,Official,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-02-21,,2020-02-21,9261
