COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,TESTING & CASE DETECTION  ,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN / CANCELLATION,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,RESTRICTING OR LIMITING GATHERINGS,CLOSING PUBLIC PLACES,LOCKDOWN OR CURFEW,EASIND RESTRICTIONS,VACCINE/MCM DEPLOYED,PPE,RESEARCH ADVANCEMENT,COMMENTS,,
Brazil,4/8/2020,Media,,"São Paulo's Governor has extended the quarantine through 22 April. Residents are therefore obliged to remain at home unless they require essential goods and services. Only essential services will continue to operate. 
All of Brazil's land borders continue to remain closed but will be open for trucks carrying essential goods and people on humanitarian missions. A 30-day ban for all foreign visitors has been implemented since 30 March. Most commercial flights at Rio de Janeiro-Galeão International Airport (GIG) will be suspended until 30 April. 
Government data shows that the virus has reached over 100 municipalities in São Paulo and more than 400 hospitals are managing the crisis in the state. ",x,x,x,x,,x,,x,,,x,,,,,,,,https://www.garda.com/crisis24/news-alerts/330306/brazil-quarantine-extended-in-sao-paulo-through-april-22-update-10,,
Brazil,4/8/2020,Media,,"The Brazilian Health Minister on 7 April warned said the country was facing a ""serious problem"" getting enough ventilators to cope with the coronavirus epidemic. He added that Brazil had reached out to China to ensure it would be able to fill an order for face masks as coronavirus deaths accelerated.  ",,,,,,,,,,,,,,,,,x,,https://www.dw.com/en/brazil-evangelicals-preach-covid-19/a-53024007,,
Brazil,4/8/2020,Media,1006715308,Brazil turns to local industry to build ventilators as China supplies fail. Brazil’s Health Minister said on 8 April that the country’s attempts to purchase medical supplies from China to fight the coronavirus epidemic were failing and the government is turning to Brazilian companies to make ventilators.,,,,,,,,,,,,,,,,,x,,https://business.financialpost.com/pmn/business-pmn/brazil-turns-to-local-industry-to-build-ventilators-as-china-supplies-fail,,
Brazil,4/9/2020,Media,,Brazil's president says that Brazil will import raw materials from India to manufacture hydroxychloroquine. Scientists say there is no conclusive evidence on the drug's efficacy in treating COVID-19. ,,,,,,,,,,,,,,,,x,,,https://www.aljazeera.com/news/2020/04/global-coronavirus-cases-exceed-15-million-live-updates-200408233108539.html,,
Brazil,4/9/2020,Official,1006721350,"The Ministry of Health monitors the development of nine clinical trials conducted in the country to test the efficacy and safety of the use of alternatives in the treatment of patients with coronavirus (Covid-19). More than 100 Brazilian research centers are involved in these clinical trials. The aim is to test new drugs and therapies that may be effective in the treatment of patients with the disease. Some 5,000 patients with mild, severe and moderate conditions participate in these studies.",,,,,,,,,,,,,,,,x,,,https://www.saude.gov.br/noticias/agencia-saude/46669-ministerio-da-saude-acompanha-9-estudos-para-obter-novos-tratamentos-contra-coronavirus,,
Brazil,4/9/2020,Official,1006721779,"The Ministry of Health has acquired 240 million masks to ensure the protection of health professionals in the care of patients with coronavirus (COVID-19). There are 200 million surgical masks 3 layers and 40 million type N95, with an investment of R$ 694.3 million. The order totals 960 tons that must be transported from China to Brazil with the support of the Ministry of Infrastructure. The operation will involve about 40 flights and will begin in two weeks. The masks should be sufficient to serve the public health network for about 60 days.",,,,,,,,,,,,,,,,,x,,https://www.saude.gov.br/noticias/agencia-saude/46693-ministerio-da-saude-compra-240-milhoes-de-mascaras,,
Brazil,4/9/2020,Official,1006721697,"The Ministry of Health has made efforts to expand coronavirus testing in Brazil through the acquisition of new tests, either through direct purchase or through donations. Some 151,400 RT-PCR tests and about 500,000 rapid tests donated by Vale had been distributed to the states as of 8 April.",,,,,,,,,,,,,,,,,x,,https://www.saude.gov.br/noticias/agencia-saude/46690-doacao-saude-distribui-mais-870-mil-testes-de-coronavirus,,
Brazil,4/9/2020,Official,1006721501,"The Ministry of Health have set up an imaging database to assist health professionals in diagnosing coronavirus. Clinical support will be conducted through a partnership with a technology company (Maida.Health) to perform screening, from x-ray imaging and chest computed tomography, of cases of suspected Covid-19 patients.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46678-ministerio-da-saude-cria-banco-de-imagens-para-diagnostico-de-coronavirus,,
Brazil,4/9/2020,Media,1006722445,"Brazilian President Jair Bolsonaro made an official pronouncement on national TV and radio saying the country by Saturday 11 April will receive raw materials to produce hydroxychloroquine, a medicine also used in the treatment of diseases like malaria, lupus, and arthritis.",,,,,,,,,,,,,,,,x,,x,https://agenciabrasil.ebc.com.br/en/politica/noticia/2020-04/bolsonaro-brazil-get-raw-material-produce-hydroxychloroquine,,
Brazil,4/14/2020,Official,1006760104,"The Ministry of Health has expanded the criteria for the availability of nph and regular human insulin applicator pens in the Unified Health System (SUS). Patients with type 1 and 2 diabetes mellitus, under 16 years of age and over 60 years of age, may use insulin applicators distributed throughout the public health network. To ensure the maintenance of the supply of the network, the Ministry of Health will monitor the demand for vials and pens of human insulin, from the stock information and Average Monthly Consumption (CMM) sent by the State Health Departments, which should reflect the reality of the municipalities.
The initiative of the Ministry of Health will benefit more people with the disease, which is one of the main comorbidities that can cause the worsening of COVID-19, especially in the elderly. According to data from the folder, people with diabetes are second in the COVID-19 risk group, second only to people with heart disease.",,,,,,,,,,,,,,,,,,x,https://www.saude.gov.br/noticias/agencia-saude/46727-saude-amplia-distribuicao-de-canetas-de-insulina-para-diabeticos,,
Brazil,4/14/2020,Official,1006760075,"Several actions to cope with coronavirus in Roraima and Amazonas were adjusted in a meeting with governors. Amid the pandemic caused by the new coronavirus, the Brazilian government has intensified the expansion of health care to indigenous peoples throughout Brazil. The Minister of Women, Family and Human Rights, and the President of FUNAI, on 12 April in Boa Vista-RR and Manaus-AM. The delegation met with the governors of both states and their health secretaries to discuss ways to expand the care and prevention of coronavirus in indigenous peoples. The points discussed during the meetings with governors and state secretaries of health included: quality of care and distribution of Personal Protective Equipment to health professionals; anticipation of vaccination of indigenous peoples, scheduled to begin on April 16; assistance to indigenous peoples in urban areas; expansion of transfers of resources from the federal government to states and municipalities to increase care.
",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46726-governo-do-brasil-intensifica-atendimento-a-indigenas,,
Brazil,4/14/2020,Official,1006760075,"The delegation also reported that more resources will be allocated to improving the quality of care in the Indian Health Houses (CASAI) and to increase the beds for medium and high complexity available to indigenous peoples. Issues related to the burial of VICTIMS of COVID-19, receipt of social benefits, security and food surveillance were also addressed. Minister, the president of Funai, and the Special Secretary of Indigenous Health,  also discussed about two field hospitals, one in Boa Vista, with the support of the troops involved in Operation Welcome, and another in Manaus. The hospitals will serve as support to the permanent hospital network of the two states and will work with beds for hospitalization of patients from COVID-19.",,,,,,,,,,,,,,,,,x,,https://www.saude.gov.br/noticias/agencia-saude/46726-governo-do-brasil-intensifica-atendimento-a-indigenas,,
Brazil,4/14/2020,Official,1006760074,"The Tele-ICU Project of the Ministry of Health is already available for all hospitals in the country that have intensive care unit (ICU) beds for patients with COVID-19. The measure will assist SUS physicians in the care of coronavirus cases. Professionals will have a 24-hour telephone line or can make consultations through videoconferences with the teams of the hospitals of excellence. The measure was implemented through a partnership with the five Hospitals of the Institutional Development Support Program of the Unified Health System (ProadiSUS): Hospital Alemão Oswaldo Cruz; HCor, M.D. Hospital Israelita Albert Einstein; Windmills Hospital and Syrian-Lebanese Hospital. The strategy is part of the contribution of these institutions to the public health system in coping with the coronavirus pandemic.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46723-tele-uti-ajudara-medicos-do-sus-nos-atendimentos-do-coronavirus,,
Brazil,4/14/2020,Media,1006761768,Two Brazilian state governors tested positive for the new coronavirus on April 14,,,,,,,,,,,,,,,,,,,,,
Brazil,4/15/2020,Media,1006758081,"Researchers have called off a small Brazilian study on the antimalarial drug chloroquine's ability to combat the coronavirus after some participants experienced potentially fatal heart complications. A report posted on prepublication server medRxiv indicated that the study, funded by the state of Amazonas, administered the drug to 81 hospitalized patients in Manaus. Roughly, half of the patients took a 50-milligram dose twice daily for five days. The others got a 600-milligram dose daily for 10 days. Within three days, some patients on the higher dose experienced irregular heartbeats. By the sixth day, 11 had died, but it was unclear if that was from the coronavirus or complications with the drug. The researchers noted that preliminary findings suggest that the higher dosage should not be recommended.",,,,,,,,,,,,,,,,x,,x,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006758081,,
Brazil,4/16/2020,Media,1006768289,"The Brazilian Health Minister has invested R$ 600,000 in clinical studies of BCG vaccine in fight against COVID-19.  
Another ongoing research was recently approved by the National Technical Commission on Biosafety (CTNBio), linked to MCTIC. The study seeks a vaccine against the new coronavirus and is carried out by the René Rachou – Fiocruz Research Center. To conduct the study, scientists will manipulate the influenza virus with Sars-CoV2 virus proteins (covid-19) for the development of the vaccine for double prevention of seasonal influenza and COVID-19.",,,,,,,,,,,,,,,,x,,,https://agenciabrasil.ebc.com.br/geral/noticia/2020-04/covid-19-ministro-marcos-pontes-fala-sobre-pesquisas-brasileiras,,
Brazil,4/16/2020,Media,,"Scientists from the Oswaldo Cruz Foundation (Fiocruz) have found out in the laboratory that antiretroviral Atazanavir may inhibit the replication of the new coronavirus in infected cells. The study also found that, in laboratory tests, Atazanavir was seen to work differently from the way chloroquine could operate in fighting the virus,  The researchers note that results are not sufficient for administration in patients with the coronavirus, and should not be used for self-medication.",,,,,,,,,,,,,,,,x,,x,https://agenciabrasil.ebc.com.br/en/saude/noticia/2020-04/hiv-antiretroviral-drug-studied-fight-covid-19,,
Brazil,4/16/2020,Media,1006775502,"The National Ethics and Research Commission (Conep) of Brazil’s National Health Agency approved 21 research protocols involving clinical tests with patients infected with the new coronavirus. The tests are among the 76 studies on the pandemic that were approved on 23 March, including epidemiological investigations and research on mental health during lockdown.  
In three clinical tests, scientists assess the use of hydroxychloroquine in patients, and the substance is administered in association with azithromycin in seven studies. There are also three studies on the use of blood plasma of people who were cured from the coronavirus.
At least 14 of them are being carried out in São Paulo, the state with the highest amount of cases and deaths caused by COVID-19. There are also studies under progress in Ceará, Amazonas, Paraná, and Rio de Janeiro. The studies were submitted to the commission by 17 institutions and treatments involve some 8.7 thousand participants.
",,,,,,,,,,,,,,,,x,,,https://agenciabrasil.ebc.com.br/en/saude/noticia/2020-04/national-ethics-commission-approves-21-studies-covid-19,,
Brazil,4/16/2020,Media,1006775503,"In the next few days, Brazilian scientists are set to initiate the clinical trials of a medicine that has shown 94 percent of effectiveness in reducing the viral load in cells infected with the novel coronavirus in vitro. According to Minister of Science, Technology, Innovation, and Communications Marcos Pontes, tests will be conducted on 500 patients hospitalized with COVID-19 at five hospitals in Rio de Janeiro, one in São Paulo, and one in Brasília.
",,,,,,,,,,,,,,,,x,,x,https://agenciabrasil.ebc.com.br/en/saude/noticia/2020-04/scientists-test-drug-slash-covid-19-viral-load-94,,
Brazil,4/16/2020,Media,1006774960,"The National Research Ethics Commission (Conep), an agency of the Ministry of Health, issued a favorable opinion for the development of a research with nitazoxanide 600 mg, a vermifuge known by the trade name Annita, for the treatment of patients with covid-19.  The study foresees a clinical trial with 50 participants, with ""duration of approximately 21 days per participant, 07 days of treatment/follow-up and 14 days of clinical follow-up"". One of the participants, all patients with non-critical covid-19, will receive nitazoxanide 600 mg, and the other part placebo. The study is expected to be completed in September of this year.",,,,,,,,,,,,,,,,x,,x,https://noticias.uol.com.br/colunas/diogo-schelp/2020/04/16/saude-aprovou-pesquisa-com-annita-segredo-de-pontes-contra-covid-19.htm,,
Brazil,4/16/2020,Media,1006774853,"A group of researchers from the Butantan Institute works on the development of a product composed of antibodies to fight the new coronavirus (SARS-CoV-2), which causes COVID-19 disease. Neutralizing monoclonal antibodies, as they are called, will be selected from defense cells (B cells) of the blood of people who have healed themselves from the disease. The idea is to find one or more of these proteins with the ability to bind to the virus efficiently and neutralize it. The most promising molecules can then be produced on a large scale and used in the treatment of the disease
",,,,,,,,,,,,,,,,x,,x,https://www.saopaulo.sp.gov.br/spnoticias/butantan-desenvolvera-em-laboratorio-anticorpos-para-tratamento-de-covid-19/,,
Brazil,4/16/2020,Media,1006777074,Brazil’s President Jair Bolsonaro fired his health minister on Thursday 16 April after a series of disagreements over government efforts to contain the new coronavirus,,,,,,,,,,,,,,,,,,,,,
Brazil,4/17/2020,Media,1006783813,"The Ministry of Health called, by public call, companies interested in providing 4 million RT-PCR (molecular biology) tests for diagnosis of COVID-19. The measure is in line with the permanent effort of the Government of Brazil to expand testing for coronavirus in the public health network through the availability of new tests, either through direct purchase or through donations. the Ministry of Health began to distribute another batch of 45,000 RT-PCR tests produced by Fiocruz. As a means, there are already 476,200 RT-PCR (molecular biology) tests sent to the Central Public Health Laboratories (LACENs) throughout the country. Regarding the rapid tests (serology), until this April 17. more than 2 million units have been distributed to states throughout the country. They were donated by vale mining company to the Ministry of Health to assist Brazil in coping with coronavirus. A fourth shipment of rapid tests donated by the mining company will arrive in Brazil next Saturday (18). Of this amount, 180,000 went to use in research and 247,000 to compose the strategic stock of the Ministry of Health.",,,,,,,,,,,,,,,,,x,,,,
Brazil,4/17/2020,Media,1006783759,"The Ministry of Health enabled on 16 April, 82 more ICU beds and 10 infirmary beds aimed exclusively at critical patients of coronavirus. The measure includes the states of Espírito Santo, São Paulo and Minas Gerais. The new beds will have guaranteed federal resources, in the order of R$ 4.7 million, for maintenance and costing. The amount will be passed on to the states and municipalities.",,,,,,,,,,,,,,,,,x,,,,
Brazil,4/20/2020,Media,,"São Paulo's Governor has extended the quarantine and social distancing measures through 10 May, to control the spread of the coronavirus (COVID-19) and prevent the state's healthcare system from being overwhelmed.  
All of Brazil's land borders continue to remain closed.  Most commercial flights at Rio de Janeiro-Galeão International Airport (GIG) will be suspended until 30 April. 
On 18 April, hundreds of protesters gathered in major cities, including Rio de Janeiro, São Paulo, and Brasilia, calling for state governors to resign and denouncing COVID-19 lockdown measures, which have suspended business operations for several weeks. In Rio de Janeiro, approximately 100 vehicles took part in the demonstration, causing gridlock and temporarily closing Copacabana beach. 
",,x,,,,x,,x,,,x,x,x,,,,,,https://www.garda.com/crisis24/news-alerts/334111/brazil-quarantine-in-sao-paulo-extended-through-may-10-update-13,,
Brazil,4/20/2020,Media,,"Brazilian President on 20 April said that he hoped this would be the last week of stay-at-home measures to try to slow the spread of the coronavirus, wishing for an end to a policy that he has branded an ill-founded jobs killer.",,,,,,,,,,,,,,,,,,,https://www.aljazeera.com/news/2020/04/coronavirus-deaths-exceed-40000-live-updates-200419233722851.html,,
Brazil,4/20/2020,Official,1006806318,"The Ministry of Health and the Pan American Health Organization (PAHO/WHO) have a campaign that aims to mitigate the negative effects of the COVID-19 pandemic on the mental health of Brazilians. In all, there will be eight videos aimed mainly at health professionals, family members and caregivers of elderly people, the elderly population itself and the parents and caregivers of children.",,,,,,,,,,x,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46750-ministerio-da-saude-e-opas-lancam-campanha-para-cuidados-em-saude-mental,,
Brazil,4/21/2020,Media,,"The president of the Xingu Indigenous Land Association, has called on his village to obey strict lockdown measures during the coronavirus pandemic.  Fearing the new disease could ""decimate"" communities, local leaders have cancelled advocacy meetings, restricted movement between villages and the city, and blocked roads.
Brazil is home to 114 isolated or uncontacted tribes that have very little or no contact at all with non-Indigenous society and have no ""immunological memory"" to modern diseases.  The Brazilian federal prosecutors announced this week that they would investigate the country's national Indigenous agency Funai for withholding $2.1 million (11m Brazilian reais) in emergency coronavirus funding for two weeks during the crisis.
According to data by Brazil's Social Environmental Institute (ISA)  on 17 April, there have been at least three COVID-19 deaths of Indigenous people living in far-flung regions with at least 276 confirmed cases.",,,,,,x,,x,,,,x,,x,,,,,https://www.aljazeera.com/indepth/features/brazil-indigenous-fear-coronavirus-decimate-communities-200421130720967.html,,
Brazil,4/22/2020,Media,,"Mass grave are being digged in the Brazilian city of Manaus, the capital of the northwestern state of Amazonas.  Manaus Mayor has said the health system in the city is no longer able to serve those who need treatment and people have started to die at home. The city is handling more than 100 burials a day due to coronavirus compared to 30 burials before the spread of the COVID-19. ",,,,,,,,,,,,,,,,,,,https://edition.cnn.com/world/live-news/coronavirus-pandemic-04-22-20-intl/h_8e26d825f0c07c454dff2743e30d1ba3,,
Brazil,4/22/2020,Media,,"Lockdowns are set to continue in Brazil’s largest cities and most states, with Sao Paulo extending its social distancing measures until 22 April and Rio de Janeiro until 30  April, despite the Brazilian President's repeated calls to end stay-at-home orders that he said were hurting the economy.",,,,,,,,,,,,,,x,,,,,https://cyprus-mail.com/2020/04/21/countries-pondering-an-easing-of-coronavirus-curbs/,,
Brazil,4/27/2020,Media,,"Brazil  is emerging as a significant epidemic hotspot for COVID-19.  Cases of Covid-19 are overwhelming hospitals, morgues and cemeteries, even as the Brazilian Presiden insists it is a relatively minor disease.  ",,,,,,x,,,,,,,,,,,,,,,
Brazil,4/27/2020,Media,,"Brazil's government is working on a plan to gradually open up economic activity again, a senior Economy Ministry official said, adding he expects professional football matches to resume behind closed doors soon.  Productivity and competition secretary said the government is in talks with the country's CBF football federation but the timing remained uncertain, while work and pensions secretary said government measures to combat the coronavirus crisis have saved around four million jobs.",,,,,,,,,,,x,,,,x,,,,https://www.aljazeera.com/news/2020/04/italy-loosen-lockdown-4-coronavirus-live-updates-200426233610783.html,,
Brazil,4/27/2020,Media,1006859028,"Labor inspectors with the Brazilian economy ministry ordered the closing of a JBS SA chicken processing unit in southern Brazil on 24 April, due to an outbreak of COVID-19 cases on site, a spokesman for the labor prosecutor's office in Rio Grande do Sul state told Reuters by telephone on 24 April",,,,,,,,,,,,,,,,,,,https://thepoultrysite.com/news/2020/04/labour-inspectors-close-jbs-unit-in-southern-brazil-over-covid-19,,
Brazil,4/28/2020,Media,1006867660,Brazil's National Health Agency will allow pharmacies to provide coronavirus testing services. The rapid tests will identify the presence of antibodies to SARS-CoV-2. This measure is taken due to increased demand of testing services and increased cases of requests by the medical instituations.,,,,,x,,,,,,,,,,,,,,https://tass.ru/obschestvo/8357477,,
Brazil,4/29/2020,Media,1006867699,"Researchers from the Oswaldo Cruz Foundation (Fiocruz), in partnership with the city of Niterói, in the state of Rio de Janeiro, started a study to verify the presence of genetic material from the new coronavirus (Sars-CoV-2) in samples of the sewage system of the city. The objective is to monitor the behavior of the spread of the virus throughout the Covid-19 pandemic.",,,,,,,,,,,,,,,,,,x,https://agencia.fiocruz.br/node/12447,,
Brazil,5/1/2020,Media,1006887854,"The board of the National Health Surveillance Agency (ANVISA) approved on 28 April 2020, the use of rapid tests in pharmacies to detect the novel coronavirus causing Covid-19. With the decision, the tests will no longer be carried out only in hospitals and public and private clinics. According to ANVISA's Deputy Director President, the increase in testing will be a useful strategy to decrease the crowding of individuals in hospitals and also to reduce the demand for medical services in the public health networks. Pharmacies will not be obliged to provide the test.",,,,,x,,,,,,,,,,,,,,https://riotimesonline.com/brazil-news/brazil/anvisa-approves-rapid-tests-for-covid-19-in-pharmacies/,,
Brazil,5/5/2020,Media,1006912623,"Four medical entities met to create an ethical and technical protocol so that physicians can decide which patients will have priority care in case of resource depletion during the covid-19 pandemic.
The goal of the ""AMIB Protocol for allocating resources in exhaustion during the covid-19 pandemic"" is to provide clear criteria so that physicians do not have to decide in a subjective way, increasing the pressure and emotional burden on them, which may even make them impossible for work. ",,,,,,,,,,,,,,,,,,x,https://noticias.r7.com/saude/medicos-criam-regras-para-definir-vaga-na-uti-durante-pandemia-05052020,,
Brazil,5/6/2020,Media,,"In a study to evaluate whether the first reported cases of SARS-CoV-2 infection were related to the socioeconomic profile of patients, researchers have indicated that the average age of the first patients diagnosed with COVID-19 in Brazil was 39- years old. The findings, from an international study led by Brazilian researchers, were described in an article published on the medRxiv platform. According to the study, the average age reported in Brazil was lower than that observed in other countries, and it could be associated to the fact that in the early phase of the epidemic most of the patients infected with COVID-19 belonged to the higher social classes, who had travelled associated infections. This factor may have contributed to a hospitalization rate equivalent to half of the international average (10% in Brazil, versus 20% of other countries). The researchers analyzed the cases registered in the metropolitan region of São Paulo, based on data from geolocation of the patients' address. The analyses revealed that the regions with the highest average per capita income had higher test rates. The researchers also observed that during the first month of the epidemic, only 33.1% of cases were confirmed in public health laboratories and the remaining cases were tested in private laboratories. Data analysis indicated that from 25 February to 25 March 2020, 1,468 cases of COVID-19 were confirmed in Brazil, of which almost half (48%) people between 20 and 39 years of age. Of the total number of cases registered at the period, 10% required hospitalization and presented cardiovascular diseases and hypertension as risk factors associated with hospitalization. ",,,,,,,,,,,,,,,,,,x,,,
Brazil,5/6/2020,Official,,"The 267 health professionals, hired by the Ministry of Health to assist with COVID-19 arrived in the state of Amazonas on Monday 04 May and undergo training. The training includes theoretical classes and practical simulations and it will continue until 06 May. There are 37 physicians, 118 nurses, 57 nursing technicians, 26 physiotherapists, 12 pharmacists and 17 biomedical. The Ministry of Health also distributed about 1.5 million Personal Protective Equipment to the state of Amazonas, 88,803 disposable aprons, 455,048 gloves, 79,800 N95 masks, 488,800 surgical masks, 1,340 goggles, 4,500 sneakers and 337,500 disposable caps, in addition to more than 15,000 liters of ethyl alcohol. To strengthen the state's health system, the Ministry of Health also enabled 184 adult and pediatric ICU beds in five hospitals in Manaus to treat only critical ly critically ill patients with COVID-19.",,,,,,,,,,,,,,,,,x,,https://www.saude.gov.br/noticias/agencia-saude/46839-ministro-da-saude-visita-hospitais-em-manaus,,
Brazil,5/6/2020,Media,,"Local authorities in São Luís (Maranhão state) announced that the city will enter a lockdown on May 5 - 14. The lockdown will cover São Luís and three neighboring cities in Maranhão state. All individuals are required to stay at home and may only leave for essential tasks, such as buying groceries and visiting the pharmacy. Most businesses are closed; schools and public transport have been suspended. Additionally, parks are also shut, and residents are not allowed to exercise outside. Separately, authorities in Fortaleza (Ceará state) will also impose restrictive measures from Friday, May 8, allowing residents to only leave their homes for essentials. Ceará Governor Camilo Santana added that the social isolation decree in the state will be extended for another 15 days until Wednesday, May 20, as a precautionary measure. Roadblocks will be placed at entrances into the city. 
The governor of São Paulo, the most affected state in the pandemic, announced that he would seek to gradually reopen the state by Monday, May 11, though specific details have not been announced. Under the current measures, nonessential businesses remain closed. Residents are required to remain at home unless they require essential goods and services. The measures are currently in place until Sunday, May 10. Essential services, such as hospitals, dental clinics, supermarkets, bakeries, banks, and public transport will continue to operate. It is also mandatory to wear masks in the state from Thursday, May 7.",,,,,,,,,,,,x,x,x,,,,,https://www.garda.com/crisis24/news-alerts/339366/brazil-local-authorities-impose-lockdown-measures-in-sao-luis-and-fortaleza-may-5-update-16,,
Brazil,5/11/2020,Media,,"Kidney Transplant Sector of the Hospital das Clínicas (HC) of São Paulo, Brazil has suspended all activities after the majority of its admitted transplanted patients were infected with SARS-CoV-2. According to the Chief of the Kidney Transplant Unit, five, of the seven transplanted patients who were hospitalized in the Unit, tested positive for COVID-19. It is suspected that asymptomatic health professionals were accidentally infecting patients. After the incident, and to avoid spread of the disease among patients, the hospital decided that each unit would have exclusive professional teams working in it. According to the Brazilian Association of Organ Transplantation, the number of transplants in Brazil has decreased by 20% since the beginning of the pandemic. Brazil performs 30,000 transplants per year (95% by the National Health System (SUS), it is the second largest program in the world, behind only the United States.",,,,,x,,,,,,,,,,,,,,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/05/11/hc-suspeita-que-profissionais-infectem-pacientes-e-para-transplantes-em-sp.htm,,
Brazil,5/12/2020,Media,1006959042,"As coronavirus infections hit more JBS meat packing plants in Brazil and the United States, the company announces it will donate 700 million reais ($120 million) to initiatives aimed combating the outbreak. In Brazil, the company will donate 400 million reais to support public health and social assistance initiatives in 17 states, including by providing personal protective equipment and food, and funding the construction of hospitals. 
Some 300 million reais will be donated to fight COVID-19 mainly in the United States where the company operates several beef and pork plants.",,,,,,,,,,,,,,,,,x,,http://www.thecattlesite.com/news/55291/brazils-jbs-donates-120-million-to-combat-covid19/,,
Brazil,5/13/2020,Media,,"A study, led by the Oswaldo Cruz Institute and published in Memoirs of the Oswaldo Cruz Institute, indicates that the circulation of the new coronavirus (SARS-CoV-2) was initiated up to four weeks before the first cases were registered in countries in Europe and the Americas. According to the study, a series of factors suggests that when domestic infections with SARS-CoV-2 were reported, epidemics were probably already growing exponentially in most countries for some time. The study, based on genomic epidemiology, aimed to develop an inference method to estimate the onset date of the community spread of SARS-CoV-2 in different countries from the cumulative number of reported deaths during the early stage of the epidemic. South America was one of the last geographic region in the world to declare community transmission of SARS-CoV-2. The study, however, supports that the virus started to spread in Brazil at around the early February 2020, thus coinciding with the epidemic expansion in North America and Western Europe and preceding by more than 20 days the first confirmed SARS-CoV-2 infection case in the country. The results support that SARS-CoV-2 probably started to spread locally in all western countries analyzed between the middle of January and early February 2020, thus long before community transmission was officially recognized and control measures were implemented.",,,,,x,,,,,,,,,,,,,x,https://memorias.ioc.fiocruz.br/article/10702/0183-tracking-the-onset-date-of-the-community-spread-of-sars-cov-2-in-western-countries,,
Brazil,5/14/2020,Media,,"A survey conducted by the Brazilian Societies of Oncologic Surgery and of Pathology shows that the new coronavirus pandemic led to a reduction of up to 90% of tests, other than COVID-19, that should be offered in hospitals. Cancer patients, pregnant women and chronic patients are not receiving treatment. According to the agencies, from 11 March to 11 May 2020, at least 50,000 Brazilians were no longer diagnosed with cancer due to lack of tests. During these weeks, 5,940 biopsies were performed in the public network in the City of São Paulo. In the same period in 2019, there were 22,680 biopsies done. The same reduction was observed in a health reference center in Ceará State, where the number of biopsies decreased from about 18,000 in 2019 to less than 5,000 in 2020. A physician at the Brazilian Society of Pathology stresses that the late diagnosis caused by the reduction in the number of tests would not only harm the patient's health, but also the economy, since more complex and expensive treatments would be necessary in the future.",,,,,,,,,,,,,,,,,,,https://g1.globo.com/bemestar/coronavirus/noticia/2020/05/14/pandemia-de-coronavirus-provoca-reducao-de-ate-90percent-de-outros-exames-no-brasil.ghtml,,
Brazil,5/15/2020,Media,,"On 13 May, authorities in Rio de Janeiro announced a lockdown in several neighborhoods in the city, effecitve immediately. Access to these neighborhoods is restricted to employees and customers of shops, pharmacies, and banks, with private vehicles and non-residents prohibited from entering. The areas affected include Freguesia, Madureira, Grajaú, Cascadura, Taquara, Gauaratiba, Bangu, Campo Grande and Realengo, as well as parts of Avenidas Dias da Cruz and Sargento de Milícias, in Méier and Pavuna respectively, and the surroundings of Praça Saens Peña in Tijuca. Parking on the waterfront between Leme and Pontão beaches has also been prohibited for non-residents, and bars are limited to delivery. These restrictions are to be in place until 18 May, but may be subject to extension. The neighboring cities of Niterói and São Gonçalo in Grande Rio also started a lockdown on Monday, May 11, to last until 15 May, at the earliest. This comes as the mandatory wearing of masks in 92 municipalities of Rio de Janeiro state was approved by the Legislative Assembly on 13 May, and is expected to be signed into law by the governor shortly. Violation of this measure is to be punishable by a fine.",,,,,,,,,,,,,,x,,,,,https://www.garda.com/crisis24/news-alerts/342311/brazil-authorities-in-rio-de-janeiro-announce-lockdown-in-several-areas-may-13-update-19,,
Brazil,5/19/2020,Media,,"As COVID-19 reached remote indigenous lands in Brazil’s Amazon , the government agency responsible for protecting native people brushed off calls for action, focusing instead on waging ideological battles, according to agents from the institution itself and others. The Associated Press spoke to four agents who work with indigenous peoples in the farthest reaches of Brazil’s Amazon, and they were unanimous in their conclusion: The national Indian foundation, known as FUNAI, is hardly doing anything to co-ordinate a response to a crisis that could decimate ethnic groups.",,,,,,,,,,,,,,,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1007018725,,
