COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,REPATRIATION,VACCINE/MCM DEPLOYED,RESEARCH ADVANCEMENT,COMMENTS
Marshall Islands,3/2/2020,Media,,"Passengers who have transited through or have been in China, Hong Kong, Italy, Iran, Japan, South Korea or Macao after 31 December 2019, are not allowed to enter Marshall Islands.",,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Marshall Islands,3/2/2020,Media,,"Passengers who have transited through or have been in China, Hong Kong, Italy, Iran, Japan, Sout Korea or Macao after 31 December 2019, are not allowed to enter Marshall Islands


 
",,,,,x,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Mauritius,1/31/2020,Media,1006215682,"Mauritiuson 29 January announced that no work permits for workers from China will be issued until further notice. However, applications for renewal of work permits will be examined, provided that the holder has not traveled to China in the last 15 days and is considered healthy by health authorities.",,,,,,,x,,,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006215682
Mauritius,2/4/2020,Media,1006241697,"A temporary ban on the importation of live animals, live fish and products of animal origin from China is being imposed, following the outbreak of the novel coronavirus. As from 3 February 2020, the importation of the following products has been banned: Live animals and fish; Chilled, frozen and dried seafood including fish products such as fish and oyster sauce; Chilled, frozen and dried meat;  Wool; Animal hair/bristles; Animal feed including fish feed.
The temporary ban has been imposed by the ministry of Agro-Industry and Food Security and the ministry of Blue Economy, Marine Resources, Fisheries and Shipping until further notice.",,,,,,,,x,,,,,,https://allafrica.com/stories/202002040323.html
Mauritius,2/7/2020,Official,,"As revealed by the International Air Transport Association (IATA),  passengers who reside or have been in China, Chinese Taipei, Hong Kong or Macao in the past 14 days are not allowed to enter Mauritius. Mauritius nationals or residents who have been in China in the past 14 days will be placed in quarantine. ",,,,,x,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Mauritius,2/24/2020,Media,1006378152,"Mauritius blocked an Alitalia airplane that had landed overnight from Rome due to fear of novel coronavirus. Alitalia said 40 passengers from Lombardy and Veneto were told they would only be allowed off if they went into quarantine locally, even though none complained of symptoms. The Italian foreign ministry said it was working to provide “maximum assistance to Italians on board” and Alitalia said it was working to bring those refused entry back to Italy immediately.",,,x,,x,,,,,,x,,,https://globalnews.ca/news/6587851/italy-coronavirus-covid-19-outbreak/
Mauritius,2/24/2020,Media,1006374288,"Mauritius has yet to officially announce an entry ban on South Koreans. But on 23 Februarty it suspended the entry of 34 Korean tourists -- some with signs of cold -- and transported them to a hospital for diagnosis, a foreign ministry official said. The country is expected to make a final decision over entry restrictions after a Cabinet meeting on 24 February. ",,,x,,x,,,,,,,,,https://en.yna.co.kr/view/AEN20200224003953325
Mauritius,3/2/2020,Media,,"1.Passengers who reside or have been in China, Chinese Taipei, Hong Kong, Iran, Italy, South Korea or Macao in the past 14 days are not allowed to transit or enter Mauritius.
2.Nationals of Mauritius and residents of Mauritius who have been in China, Chinese Taipei, Hong Kong, Iran, Italy, South Korea or Macao in the past 14 days will be placed in quarantine.",,,,,x,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Mauritius,3/3/2020,Media,1006435498,"No coronavirus infection has been reported in Mauritania, the country's health ministry confirmed on 3 March. The ministry said samples have been taken from two people suspected of having contracted the virus but both came back negative. Mauritania's neighbors, Senegal and Morocco, on 2 March reported their first case of coronavirus.",,,,,,,,,,,,,,https://www.aa.com.tr/en/africa/mauritania-says-free-of-coronavirus/1753090
Mauritius,3/5/2020,Media,1006450762,"The Mauritian government has reassessed its measures in light of the changing international epidemiological situation and made new decisions on 4 March following the spread of COVID-19 in several regions and departments in France as well as in Germany.  Anyone leaving, or transiting through France in the last 14 days, will be automatically quarantined if that person has symptoms such as fever, cough or breathing difficulties. 
",x,,x,,x,,,,,,,,,https://www.zinfos-moris.com/Covid-19-Les-voyageurs-Allemands-et-Francais-risquent-la-mise-en-quarantaine-a-Maurice_a13088.html
Mexico,1/31/2020,Official,,"The Government of Mexico has issued Preventive Travel Notice to Wuhan for 2019-nCoV, urging citizens to avoid non-essential trips to Wuhan or try to postpone trip. There is no travel restriction to China, however, it is necessary to apply preventive measures if you travel to some of the affected areas. The Government also urges the public to maintain and reinforce general and contact prevention measures to avoid getting sick. Tavellers to China or Wuhan in the last 14 days who return to Mexico having a fever, cough or shortness of breath should request Immediate medical attention and do not self-medicate, and avoid exposing others by using mouth covers.

",,,,,,,,,,,,,,https://www.gob.mx/cms/uploads/attachment/file/528064/APV-Wuhan-China-nCoV2019.pdf
Mexico,1/31/2020,Media,1006213680,"The Technical Secretary of the National Health Safety Committee of Mexico explained that the authorities were in the monitoring and alert phase for the coronavirus. As a second phase of preparation, a situational diagnosis of health capacity will be integrated in the plan on 3 February . Authorities will review the need for increase, implementation or development of needs and the budget to provide the resources that would be needed.",,,,,x,,,,,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006213680
Mexico,2/3/2020,Media,,"France is helping evacuate 10 Mexican citizens from Wuhan. The 10 Mexican nationals are first flying to France after being examined to confirm they don't have symptoms, Mexico’s Foreign Ministry and Health Ministry said in a joint statement on 1 February.",,,x,x,x,,,,,,x,,,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/index.html
Mexico,2/3/2020,Media,,"Uber Technologies Inc. has suspended 240 user accounts in Mexico to contain the potential spread of coronavirus. The users suspended had ridden with two drivers who came into contact with a possible coronavirus case, according to a statement posted to the company’s Mexican Twitter account. To date, there have been no confirmed cases of the virus in the country.",,,,,x,,,,,,,,,https://www.latimes.com/business/technology/story/2020-02-02/uber-suspends-mexicans-exposed-coronavirus
Mexico,2/11/2020,Media,100629214,The tourism authorities in the Association and Secretary of Tourism (ASETUR) launched a preventive plan to prepare for the arrival of novel coronavirus to Mexico. They agreed to maintain an adequate channel of communication and inter-institutional coordination with travel and tourism service providers and established an plan to contain the emergency at the country's airports.,,,,,,,,,,,,,,https://misionpolitica.com/2020/02/11/mecanismos-de-contencion-en-el-sector-turistico-contra-el-coronavirus/
Mexico,2/28/2020,Media,,"On 28 February, Mexico’s government announced its first cases of coronavirus infection in two men who had recently traveled to Italy, making the country the second in Latin America to register the fast-spreading virus. The Mexican President urged the population to remain calm, assuring the country was well prepared for the virus.  The official recommends people refrain from light hugs and kisses on the cheek that are commonplace greetings in Mexico, but insists there are no grounds for closing schools or having people stay away from their workplaces. ",,,,,x,,,,x,,,,,https://www.reuters.com/article/us-health-coronavirus-mexico/mexico-confirms-first-coronavirus-cases-in-two-men-returned-from-italy-idUSKCN20M20A
Mexico,3/5/2020,Media,,Mexico has declared states of emergency or high-level alerts in preparation for a greater outbreak.,,,,,,,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-05-20-intl-hnk/index.html
Micronesia,2/7/2020,Official,,"As revealed by the International Air Transport Association (IATA), passengers who have been in China on or after 6 January are not allowed to enter Micronesia.  Passengers who have been in a country ( other than China) with confirmed cases of Novel Coronavirus within the last 14 days are not allowed to enter Micronesia. This does not apply to airline crew.",,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Micronesia,3/2/2020,Media,,"Passengers who have been in Chinaon or after 6 January 2020, are not allowed to enter Micronesia. Passengers who have been in a country with confirmed cases of Coronavirus (COVID-19), other than China, are not allowed to enter Micronesia. They must have stayed in Guam, Hawaii or another country with no confirmed cases of Coronavirus (COVID-19) for a period of minimum 14 days before entering Micronesia. This does not apply to airline crew.",,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Moldova,3/2/2020,Media,,Airports in Moldova have implemented strict screening measures for passengers arriving from Italy and China.,,,x,,,,,,,,,,,https://www.airport-technology.com/features/coronavirus-measures-world-airports/
Mongolia,2/3/2020,Media,,"Mongolia has closed its border with China to cars, temporarily shut schools and suspended all public events.",,x,,,,,,,,x,,,,https://www.scmp.com/news/asia/east-asia/article/3048417/coronavirus-global-travel-restrictions-imposed-chinese
Mongolia,2/5/2020,Media,,Mongolia gives until February 6 for Mongolian nationals to return from China and they will be quarantined upon arrival. No arrivals permitted to any visitors from China until March 2. ,,,,,x,,x,,,,,,,https://www.aseanbriefing.com/news/2020/02/02/coronavirus-asean-live-updates-by-country.html
Mongolia,2/6/2020,Media,,"Mongolia's State Emergency Commission has decided to close all schools and kindergartens in the country from January 27, 2020 to March 2, 2020.",,,,,,,,,,x,,,,https://www.newsweek.com/china-neighbors-close-borders-coronavirus-sars-1484978
Mongolia,2/7/2020,Official,,"As revealed by the International Air Transport Association (IATA), passengers who reside or have been in Chna's Hubei Province in the past 1 month are not allowed to transit or enter Mongolia. This does not apply to passengers who reside in Mongolia.",,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Mongolia,2/7/2020,Media,1006266860,The Mongolian government has said it will work to repatriate 30 Mongolian citizens now in Wuhan. ,,,,,,,,,,,x,,,https://www.nytimes.com/reuters/2020/02/03/world/asia/31reuters-china-health-mongolia.html
Mongolia,2/10/2020,Media,,"A statement released by the Embassy of Mongolia in the U.K. confirms that Mongolian nationals will be prohibited from traveling to China until March 2, except on official business; however, restrictions will not be applied to truck drivers in order to maintain the flow of goods and products between the two countries.",,,,,,,x,,,,,,,https://thediplomat.com/2020/02/mongolia-braces-for-coronavirus-impact/
Mongolia,2/10/2020,Media,,"Mongolia has suspended deliveries of coal across its southern border into China until 2 March to prevent the spread of the novel coronavirus,  the country's National Emergency Commission said on 10 February. Exports via the border points of Gashuunsukhait, Shiveekhuren, Bichigt and Bulgan will all be stopped. 
The authorities are also recommending that Mongolia's Tsagaan Sar new year celebrations be suspended",,,,,,,,x,,x,,,,https://finance.yahoo.com/news/mongolia-suspends-coal-exports-china-102201195.html
Mongolia,2/19/2020,Media,,"The Mongolian Government on 19 February decided to keep all its schools shut until March 30 in order to prevent the coronavirus from spreading in the country. Though Mongolia has yet to report any cases, it has sealed off the border and refused entry to anyone travelling through China. It still has 336 citizens in China seeking to return to Mongolia. ",,x,,,,,,,,x,x,,,https://www.zeebiz.com/world/news-mongolia-to-shut-schools-until-march-30-to-curb-virus-outbreak-120249
Mongolia,2/19/2020,Media,,Mongolia's archery team has cancelled an Olympic training camp in Okazaki in Japan due to the novel coronavirus outbreak. The country's squad were due to prepare for Tokyo 2020 in Aichi Prefecture from today until March 7. The Mongolian Government has advised national teams not to travel to events or training camps elsewhere in Asia because of the virus.,,,,,,x,x,,,x,,,,https://www.insidethegames.biz/articles/1090768/mongolia-archery-coronavirus
Mongolia,2/19/2020,Media,,"In connection to the government's decision to raise the state of readiness amid concerns over the coronavirus outbreak, the emergency commissions of provinces in Mongolia have decided to restricts movements across their territories during the Tsagaan Sar Holiday.
As of 19 February, emergency commissions of six provinces, namely Uvs, Dundgobi, Arkhangai, Gobi-Altai, and Khovd, have decided to impose a temporary vehicle movement ban across their territories on February 21-26 and 27. The governor of Sainshand soum of Dornogobi province made a decision on February 17 to suspend the vehicular movement toward the Khamariin Khiid Monastery and Khan Bayanzurkh Khairkhan until March 2. ",,,,,,,x,,,x,,,,https://akipress.com/news:635383:Six_provinces_of_Mongolia_ban_traffic_movement_over_coronavirus_fear/
Mongolia,2/19/2020,Media,,"The government of Mongolia on February 18 launched a campaign “Emotional Support to Eternal Neighbor” to provide assistance to China to contain the novel coronavirus outbreak. A donation account has been set up at the State Bank was established by the Ministries of Environment and Tourism, Foreign Affairs and Finance. The donations collected to the account will be reported to the public and delivered to the Chinese Embassy in Mongolia weekly.",,,,,,,,,x,,,,,https://akipress.com/news:635271:Mongolia_launches_campaign_to_help_China_fight_coronavirus/
Mongolia,2/25/2020,Media,1006383745,Mongolia announced a temporary suspension of flights to and from South Korea. ,,,,,,,x,,,,,,,http://koreabizwire.com/s-korea-hit-by-more-travel-restrictions-as-new-coronavirus-spreads/154164
Mongolia,2/28/2020,Media,,"The Mongolian President, along with several other government officials, were immediately placed into a two-week quarantine upon their return to Mongolia  on 27 February after one-day visit to China to meet the Chinese President and Premier.
The Mongolian delegation discussed with the top Chinese officials about joint efforts to curb the spread of the novel coronavirus. Mongolia announced a donation of 30,000 sheep to China.
 Mongolia has not reported any cases of the coronavirus and has taken measures to stop it entering the country. Schools will be closed until the end of March and the delivery of coal to China is suspended until  2 March.",,,,,x,,,x,,x,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-28-20-intl-hnk/index.html
Mongolia,3/2/2020,Media,,Nationals of China traveling to Myanmar can no longer obtain a visa on arrival. Passengers arriving from China on any chinese airline can no longer obtain a visa on arrival.,,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Mongolia,3/2/2020,Media,,"Passengers who have been in Iran, Italy, Japan or South Korea in the past 14 days are not allowed to transit or enter Mongolia",,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Mongolia,3/10/2020,Media,,"Mongolia has taken strict measures to stop the spread of the virus, suspending all modes of transport between Dornogobi and Ulaanbaatar until 16 March. On 9 March, the sparsely populated Asian country banned the entry of all foreign nationals traveling from China, Japan, South Korea, Italy and Iran. Mongolian nationals returning from these countries will be placed in quarantine for 14 days at their own expense. On 10 March, Mongolia confirmed its first COVID-19 case in a French national who arrived in Mongolia on a flight from Moscow to Ulaanbaatar.",x,x,,,x,,x,,,,,,,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-10-20-intl-hnk/index.html
Mongolia,3/10/2020,Media,,Mongolia has barred anyone from entering or leaving its cities for six days after reporting its first case of coronavirus. The capital Ulaanbaatar and all province centres are quarantined until 16 March to curb the outbreak.,,,,,x,,x,,,,,,,https://www.aljazeera.com/news/2020/03/italy-coronavirus-quarantine-live-updates-200309234533285.html
Morocco,2/2/2020,Media,1006230870,"A special Royal Air Maroc flight carrying Moroccans from the Chinese city of Wuhan, quarantined by local authorities after the coronavirus spread, landed at Benslimane airport at midday on Sunday 2 February, carrying 167 passengers. This repatriation operation is carried out in accordance with the High Instructions of His Majesty King Mohammed VI, in perfect coordination between all the departments concerned. A medical team of doctors and civilian and military nurses accompanied the nationals from Wuhan to the reception sites at the Sidi Said Hospital in Meknes and the Mohammed V military hospital in Rabat, where they will be put under observation, under close medical supervision for 20 days and under the supervision of dedicated and trained teams. 
",,,,,x,,,,,,,,,
Morocco,2/25/2020,Media,1006378405,"All 168 Moroccans repatriated from the infected area in China on 23 February left the hospital in Meknes and Rabat following a 20 day-quarantine. All of them are in good health.
King Mohammed VI had ordered their repatriation to Morocco and the setting up of measures to prevent the spread of the virus in the country. 
Morocco’s flag carrier RAM suspended its direct flights to Beijing until 29 February because of low demand under the impact of the pandemic. ",,,,,x,,x,,,,x,,,http://northafricapost.com/38342-moroccans-evacuated-from-wuhan-leave-quarantine-in-good-health.html
Morocco,2/26/2020,Media,,"Morocco has been putting in place strict health monitoring measures at borders in airports and ports to detect any possible cases. However, not all flights from affected countries are being screened for high temperatures.
A recent study from medical journal The Lancet listed Algeria among the African countries at moderation importation risk.",x,,x,,,,,,,,,,,https://www.moroccoworldnews.com/2020/02/294650/algeria-records-1st-coronavirus-case/
Morocco,3/5/2020,Media,,"On 5 March, Morocco confirmed its second case of COVID-19 in a Moroccan citizen who recently returned from Italy. The country's Health Ministry advised the public to wash their hands more than the usual besides delaying or avoiding travel to affected areas.",,,,,x,x,,,,,,,,https://www.aa.com.tr/en/africa/morocco-reports-2nd-coronavirus-case/1755706
Morocco,3/5/2020,Media,,"The Health Ministry has put 104 people who made contact with its 1st COVID-19 patient on the flight back to Morocco are under surveillance each must take their temperatures twice a day, while those who are at risk of being infected are in quarantine.
The Moroccan Health Ministry launched a campaign on its social media, sharing videos and posts about ways to avoid coronavirus. Campaigns at schools also started across Morocco to sensitize children of basic and easy precautions to avoid infection. The Ministry of Health has activated a telephone number to contact in case of any fears of having caught the virus.",,,,,x,,,,x,,,,,
Morocco,3/5/2020,Media,,"The Moroccan Ministry of Industry and Trade has imposed an export license for medical protective masks, effective 2 March. The export of masks is now illegal without special authorization from the ministry. Morocco intends to increase medical supplies stock, the Ministry of Health will purchase all national production of medical masks. Morocco currently has a stock of 12 million medical masks and the production of more masks is ongoing at full speed.",,,,,,,,x,,,,,,https://www.moroccoworldnews.com/2020/03/295335/coronavirus-morocco-bans-export-of-medical-masks/
Morocco,3/5/2020,Media,,"The Moroccan government advised organizers of major upcoming events in the country to cancel them in order to avoid the spread of COVID-19.
The organizers of the Crans Montana Forum, scheduled for March 18 to 21, have canceled this year’s gathering due to the novel coronavirus (COVID-19) outbreak. The forum is an annual gathering in Dakhla, where officials and representatives from the globe meet to discuss different themes. ",,,,,,,,,,x,,,,https://www.moroccoworldnews.com/2020/03/295326/morocco-cancels-dakhlas-crans-montana-forum-due-to-coronavirus-fears/
Morocco,3/5/2020,Media,,"The Moroccan Royal Federation of Football (FRMF) will start holding all football matches in Morocco without spectators to prevent the spread of the novel coronavirus (COVID-19). The concerned leagues include the Professional National Football League (LNFP), the Amateur League (LNFA), the Diversified league (LNFD), the Women’s National Football League (LNFF), as well as local and regional competitions.",,,,,,,,,,x,,,,https://www.moroccoworldnews.com/2020/03/295342/moroccos-frmf-decides-to-hold-all-football-matches-without-spectators/
Morocco,3/10/2020,Media,,"On 10 March,  Morocco cancelled all trips to and from Italy and banned fans from attending football matches, cancelled events involving foreign travellers and gatherings of more than 1,000 people as precautionary measures to avert an outbreak of the virus.",,,,,,,x,,,,,,,https://www.aljazeera.com/news/2020/03/italy-coronavirus-quarantine-live-updates-200309234533285.html
Morocco ,1/30/2020,Media,1006211704,"On 30 January, Air Maroc temporarily suspended flights between Casablanca and Beijing until the end of February. In a statement, Royal Air Maroc attributed the decision, which was in effect from 31 January  to 29 February. ",,,,,,,x,,,,,,,
Mozambique,29/01/2020,Media,1006200060,"The Mozambican government on 28 Januarythat Mozambique suspended the issuance of visas to China due to the spread of nCoV. These measures are in accordance with  the limitation on the exit or entry into the country of people who eventually come from China. Mozambican Ministry of Health announced that it would interview travelers from China on arrival in Mozambique, at Maputo International Airport.
",x,,,,,,,,,,,,,
Myanmar,1/31/2020,Media,,The Ministry of Foreign Affairs on 30 January revealed that the Myanmar government was arranging a charter fligh to evacuate 63 students stranded in Wuhan. The Health Ministry is arranging the quarantine and screening of students after their return to the country.,,,,,x,,,,,,x,,,https://www.mmtimes.com/news/myanmar-evacuate-63-students-wuhan.html
Myanmar,2/5/2020,Media,,"The 59 Myanmar students evacuated from Wuhan on 2 February have been quarantined in Myanmar’s second largest city Mandalay for two weeks. The chairman of Mandalay’s Surveillance and Response Team said the area where evacuated the students are being quarantined is restricted and security staff have been ordered to shoot anyone who tries to sneak in or who does not follow the security measures.
The director of Karuna (Caritas) Myanmar’s national office in Yangon, said it is carrying out prevention and awareness programs at internally displaced person (IDP) camps in Myitkyina and Banmaw in Kachin state and Lashio in Shan state. Karuna is also preparing to provide masks and hygiene kits to people in camps.
Myanmar has been on high alert and beefing up surveillance measures at airports, seaports and land border crossings in an effort to prevent the entry of the virus.
Myanmar has so far not reported any case of the deadly virus but seven people suspected of having the coronavirus are being quarantined at hospitals in the country.
Myanmar has no laboratory to test for the deadly virus and is sending samples from suspected patients to neighboring Thailand.
The Ministry of Foreign Affairs on 1 February announced that the government has temporarily suspended visa-on-arrival privileges for Chinese travelers effective from that day. The measure will be lifted when the outbreak subsides.",x,,x,,x,,x,,,,x,,,https://www.ucanews.com/news/myanmar-students-back-home-from-virus-stricken-wuhan/87138
Myanmar,2/6/2020,Media,,"Myannmar's authorities have been using thermal scanners to monitor all passengers at airports and border gates also have thermal scanners and non-contact thermometers to look out for signs and symptoms of the virus. 
The United Wa State Army, an ethnic insurgent group controlling a semi-autonomous province that borders both China and Thailand, announced on 30 January  that it too imposing strict border measures and even shutting down entertainment centers in order to battle the novel coronavirus.",x,,x,,,,,,,x,,,,https://www.newsweek.com/china-neighbors-close-borders-coronavirus-sars-1484978
Myanmar,2/7/2020,Official,,"As revealed by the International Air Transport Association (IATA), nationals of China  traveling to Myanmar can no longer obtain a visa on arrival; passengers arriving from China on any chinese airline can no longer obtain a visa on arrival. ",,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Myanmar,2/12/2020,Media,,"The Ministry of Health is preparing US$200,000 in funding to buy laboratory equipment, medicines, and protective equipment to fight the virus.",,,,,,,,,,,,,,https://www.aseanbriefing.com/news/coronavirus-asia-asean-live-updates-by-country/
Myanmar,2/13/2020,Media,,"The Ministry of Health is preparing US$200,000 in funding to buy laboratory equipment, medicines, and protective equipment to fight the virus.
Government officials have restricted travel and increased health checks along the border with China.
Country suspends Visa on Arrival for all travelers from China.
",,x,,,x,x,x,,,,,,,https://www.aseanbriefing.com/news/coronavirus-asia-asean-live-updates-by-country/
Myanmar,3/3/2020,Media,,Myanmar’s armed forces have announced it will postpone its annual military parade to try to prevent the spread of the novel coronavirus.,,,,,,,,,,x,,,,https://www.aseanbriefing.com/news/coronavirus-asia-asean-live-updates-by-country/
Myanmar,3/4/2020,Media,1006441827,Singapore has sent medical supplies to Myanmar that will allow doctors to detect and contain the coronavirus outbreak.,,,,,,,,,,,,,,https://www.thestar.com.my/news/regional/2020/03/04/singapore-sends-coronavirus-test-kits-to-myanmar
Myanmar ,2/3/2020,Media,,"Myanmar on 31 January sent a plane back to China with most passengers still on board  after one man suspected of contracting the coronavirus was taken to hospital. A total of 79 people were on board the China Southern Airline flight from Guangzhou, including two Americans, two French, two Myanmar, one Columbian and 72 Chinese nationals, according to airport officials. Myanmar is also waiting for permission to evacuate more than 60 students trapped in Wuhan.",,,x,,,,x,,,,x,,,https://www.france24.com/en/20200131-myanmar-sends-back-china-plane-after-coronavirus-scare
Namibia,2/11/2020,Media,1006293160,"A mobile hospital has been set up outside the Hosea Kutako International Airport in Namibia for the immediate containment and treatment of coronavirus cases. The unit, moved from the Okahandja military base, has 18 beds, an intensive care unit with two beds, pre-theatre reception with one stretcher and a casualty department with four stretchers.",,,x,,x,,,,,,,,,https://www.iol.co.za/news/africa/namibia-sets-up-mobile-hospital-at-airport-to-contain-deadly-coronavirus-42555723
NATO,3/5/2020,Media,,"NATO will press ahead with large-scale military exercises mobilizing thousands of troops despite worries about the coronavirus, Secretary General on 4 March said.  The 29-member alliance has more than 20 exercises planned this year, and will take part in the U.S.-led Defender-Europe 20, which will see 20,000 troops deployed from the United States to Europe. NATO has made contingency plans in case of a significant outbreak. ",,,,,,,,,,,,,,https://thedefensepost.com/2020/03/05/nato-exercises-coronavirus-defender-europe/
NATO,3/5/2020,Media,,"On 5 March, NATO said it had confirmed three cases of the novel coronavirus linked to its military headquarters in Belgium -- a civilian employee and two family members. The employee had recently traveled to Italy. NATO said the employee and family members had not visited its Supreme Headquarters Allied Powers Europe (SHAPE) facility in Mons, southern Belgium, since returning from Italy. Three confirmed COVID-19 cases have been confirmed within NATO's wider SHAPE community with over 5000 people. 
As part of coronavirus precautions, travel by SHAPE officials has been restricted, with some meetings being held by phone or video conference rather than in person. Visitor access to NATO's civilian headquarters in Brussels had already been limited, and military commanders given advice on preventing the spread of the virus.
The huge multinational US-led Defender 2020 exercises, involving 37,000 troops including 20,000 deployed from the United States to Europe are going ahead as planned.",,,,,x,,,,x,,,,,http://www.naharnet.com/stories/en/269831-nato-military-hq-confirms-first-coronavirus-cases
Nauru,2/25/2020,Media,1006383745,"Nauru has imposed bans on visitors from South Korea, according to Seoul’s foreign ministry website.",,,,,,,x,,,,,,,http://koreabizwire.com/s-korea-hit-by-more-travel-restrictions-as-new-coronavirus-spreads/154164
Nauru,3/2/2020,Media,,"Passengers who have transited through or have been in China, Hong Kong, Italy, South Korea or Macao in the past 21 days will not be allowed to enter Nauru.",,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Nepal,2/3/2020,Media,,Nepal has sealed its Rasuwagadhi border crossing with China until mid-February as part of efforts to contain the outbreak of novel coronavirus.,x,x,,,,,x,,,,,,,https://www.scmp.com/news/asia/east-asia/article/3048417/coronavirus-global-travel-restrictions-imposed-chinese
Nepal,2/3/2020,Media,,"The Nepali government on 3 February said it is working to evacuate its citizens from China. As many as 180 Nepalis have approched the country's embassy in Beijing, demanding their evacuation from the country.    ",,,,,,,,,,,x,,,https://www.aninews.in/news/world/asia/nepal-working-to-evacuate-citizens-from-coronavirus-hit-china20200203233231/
Nepal,2/6/2020,Media,,"Nepal's Ministry of Health and Population issued a report on 30 January, noting measures the country was taking to prevent the spread of the novel coronavirus, including thermal scanning and 24/7 operation of health desk at Tribhuvan International Airport and bolstering personnel and supplies at hospitals across the country.",,,x,,x,,,,,,,,,https://www.newsweek.com/china-neighbors-close-borders-coronavirus-sars-1484978
Nepal,2/9/2020,Media,1006279837,"Two buildings of Nepal Electricity Authority Training Centre have been vacated for quarantining Nepalis returning from Hubei province, the epicentre of the coronavirus outbreak.
The beds in the buildings will be replaced and partitions will be erected by 10 February. As many as 124 persons can be housed in the buildings. The buildings were chosen as quarantine location after representatives from the Nepali Army and Ministry of Health and Population visited the place. A report was later submitted to the health ministry. The Curative Service Division under the Department of Health Services has been assigned the role of selecting the health team to go to China. National Public Health Laboratory has been assigned laboratory tests of samples. Sukraraj Tropical and Infectious Disease Hospital has been told to isolate and treat suspected cases, according to the health ministry.
Though the government claims that preparations are under way to evacuate Nepalis from China, it still has not been able to confirm the date. 
",,,,,x,x,,,x,,,,,"
https://thehimalayantimes.com/nepal/nepalis-returning-from-hubei-to-be-quarantined-in-two-neatc-buildings/
"
Nepal,3/5/2020,Media,1006450617,Banke’s Nepalgunj sub-metropolis has set up a health desk at the Jamunaha entry point in Rupaidiha to screen people entering the country from India through the point for novel coronavirus. Workers at the health desk are equipped with infrared thermometer that allows them to test the temperature of a person from a distance. Anyone with high temperature will be referred to hospital for necessary treatment.,,x,,,x,,,,,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006450617
Netherlands,2/4/2020,Media,1006243246,"Seventeen people who were evacuated from the Chinese city of Wuhan following the outbreak of the coronavirus have arrived at a military base in Eindhoven. The group, comprising 15 Dutch citizens and two Chinese partners, arrived by bus shortly after midnight on Monday (3 February). They were among a group of 250 evacuees who were flown out of China via Marseille and Brussels by a French plane. They were transferred to military accommodation initially but will be allowed to return to their homes for the 14-day quarantine period as long as they show no signs of illness. Around 30 of the passengers on the flight to Marseille were kept in a separate section at the front of the plane because they were showing ‘mild symptoms’.
",,,x,x,x,,,,,,x,,,https://www.dutchnews.nl/news/2020/02/dutch-citizens-evacuated-from-virus-hit-wuhan-arrive-in-eindhoven/
Netherlands,2/10/2020,Media,1006287140,"Forty GP practices in the Netherlands will from now on also test people who come in with flu symptoms for the presence of the new coronavirus 2019-nCoV, health institutions Nivel and RIVM announced on 10 February. The coronavirus tests will be done at monitoring stations throughout the Netherlands that already test for flu",,,,,,,,,,,,,,https://nltimes.nl/2020/02/10/dutch-gps-test-patients-flu-symptoms-coronavirus
Netherlands,3/2/2020,Media,,"U.S. sportswear giant Nike on 2 March said that its European headquarters in the Netherlands would be closed until 4 March after an employee was infected with the new coronavirus. All facilities in Hilversum, where roughly 2,000 employees from 80 countries work, will be disinfected.",,,,,x,,,,,x,,,,https://www.cnbc.com/2020/03/02/reuters-america-update-2-nike-temporarily-closes-european-hq-in-the-netherlands-due-to-coronavirus-case.html?&qsearchterm=coronavirus
